송하인_격자공간고유번호,수하인_격자공간고유번호,물품_카테고리,repeat,cluster
5011000587018400,2726000044010300,80,5011000587018400_2726000044010300,0
5011000543041100,2911000035069400,27,5011000543041100_2911000035069400,0
5011001095036400,1114000005046200,27,5011001095036400_1114000005046200,0
5013000610049100,4146500037037200,27,5013000610049100_4146500037037200,0
5011000214094300,2635000046018200,17,5011000214094300_2635000046018200,0
1154500001062300,5013000927095200,11,1154500001062300_5013000927095200,1
1153000017005200,5011000173082200,3,1153000017005200_5011000173082200,1
5011000262036200,4421000532099200,27,5011000262036200_4421000532099200,0
5011000595017300,4111300034097300,67,5011000595017300_4111300034097300,0
4511300060053300,5011000214037200,77,4511300060053300_5011000214037200,2
5013000610049100,1171000030037200,27,5013000610049100_1171000030037200,0
5011000374078100,5011000374078100,27,5011000374078100_5011000374078100,0
5011000142004100,4159000603011300,27,5011000142004100_4159000603011300,0
4683000358068300,5011000258050300,3,4683000358068300_5011000258050300,0
5013000765096400,1121500011087100,27,5013000765096400_1121500011087100,0
5013000610049100,1141000018090200,27,5013000610049100_1141000018090200,0
4148000699072200,5011000263079100,34,4148000699072200_5011000263079100,2
5013000894063100,2626000010015200,27,5013000894063100_2626000010015200,0
5013000785062300,1123000010023100,27,5013000785062300_1123000010023100,0
5011000436041400,4161000224032200,27,5011000436041400_4161000224032200,0
5013000802057100,4777000258040200,27,5013000802057100_4777000258040200,0
5013000821028200,4127300042050100,27,5013000821028200_4127300042050100,0
5011000375010100,4719000528044400,27,5011000375010100_4719000528044400,0
5013000273029400,1123000015022300,27,5013000273029400_1123000015022300,0
5013000236045100,4420000385019200,27,5013000236045100_4420000385019200,0
5011000320024400,2620000015058200,27,5011000320024400_2620000015058200,0
5011000479072300,1150000023065400,27,5011000479072300_1150000023065400,0
5011000078068400,2911000006047100,27,5011000078068400_2911000006047100,0
5011001068080300,4812300006094400,27,5011001068080300_4812300006094400,0
5011001069093300,4157000191057200,27,5011001069093300_4157000191057200,0
1165000003085400,5011000430002200,34,1165000003085400_5011000430002200,1
3611000014035300,5011000476100300,77,3611000014035300_5011000476100300,2
4141000031030100,5011000429007300,54,4141000031030100_5011000429007300,2
5013000571020200,4613000387074400,27,5013000571020200_4613000387074400,0
5013000610049100,1121500009023200,27,5013000610049100_1121500009023200,0
5011000316024300,4421000419029100,51,5011000316024300_4421000419029100,0
4155000097012400,5011000173040100,54,4155000097012400_5011000173040100,2
2723000088054300,5011000320051300,3,2723000088054300_5011000320051300,3
4161000402022400,5011000893089300,25,4161000402022400_5011000893089300,2
5011000213090100,4413300182094200,3,5011000213090100_4413300182094200,0
5013000818021200,2920000041018300,27,5013000818021200_2920000041018300,0
5011000078068400,4115000036041400,27,5011000078068400_4115000036041400,0
5011000078068400,4831000335042100,27,5011000078068400_4831000335042100,0
5013000803023100,4163000105074100,27,5013000803023100_4163000105074100,0
4136000335012200,5011000146071100,3,4136000335012200_5011000146071100,2
5013000731079400,4684000254004300,27,5013000731079400_4684000254004300,0
4148000690015300,5011000315058400,34,4148000690015300_5011000315058400,2
3023000053033100,5013000865016400,66,3023000053033100_5013000865016400,3
5013000610049100,4711100136072300,27,5013000610049100_4711100136072300,0
5011000424078200,4511300069060300,27,5011000424078200_4511300069060300,0
4141000031009400,5013000819053400,3,4141000031009400_5013000819053400,2
5011000168080300,4155000091082400,51,5011000168080300_4155000091082400,0
5011000685067100,3111000027077300,27,5011000685067100_3111000027077300,0
5013000731055200,4159000250095200,27,5013000731055200_4159000250095200,0
5013000858004400,4613000245043300,27,5013000858004400_4613000245043300,0
5011000078068400,4793000295044300,27,5011000078068400_4793000295044300,0
5011000168080300,4161000225093100,51,5011000168080300_4161000225093100,0
4148000699072200,5011000391047100,67,4148000699072200_5011000391047100,2
5011000521082100,4157000165006200,27,5011000521082100_4157000165006200,0
5011000310047200,1150000012008200,51,5011000310047200_1150000012008200,0
4511300086037300,5013000866003400,17,4511300086037300_5013000866003400,2
5013000610049100,1165000014081200,27,5013000610049100_1165000014081200,0
5013000624091200,1150000032043200,27,5013000624091200_1150000032043200,0
5011000168088200,4711100086059100,51,5011000168088200_4711100086059100,0
5011000543038400,4420000017034400,5,5011000543038400_4420000017034400,0
4157000088083300,5011000315069200,77,4157000088083300_5011000315069200,2
5013000731055200,4137000010091300,27,5013000731055200_4137000010091300,0
4141000031030100,5011000429022100,76,4141000031030100_5011000429022100,2
4119900009063300,5011000373021200,5,4119900009063300_5011000373021200,2
5013000610049100,1129000008018100,27,5013000610049100_1129000008018100,0
5011000078068400,1147000015069300,27,5011000078068400_1147000015069300,0
5013000731055200,4161000163079100,27,5013000731055200_4161000163079100,0
5013000704063400,4511300061094400,27,5013000704063400_4511300061094400,0
5013000777063100,1130500021003100,27,5013000777063100_1130500021003100,0
2623000027088100,5011000265092400,93,2623000027088100_5011000265092400,3
4128100091073400,5011000423096100,77,4128100091073400_5011000423096100,2
4117300021043300,5011000264057100,19,4117300021043300_5011000264057100,2
4159000429094300,5011000971090200,3,4159000429094300_5011000971090200,2
4785000363057100,5011000414065400,77,4785000363057100_5011000414065400,0
4128500028049400,5011000264079300,66,4128500028049400_5011000264079300,2
3023000053033100,5011000173034300,44,3023000053033100_5011000173034300,3
5013000610049100,2823700020092100,27,5013000610049100_2823700020092100,0
1117000009079100,5011000376010200,31,1117000009079100_5011000376010200,1
5011000263078100,3020000120053300,25,5011000263078100_3020000120053300,0
5011000078068400,4127300056050300,27,5011000078068400_4127300056050300,0
5013000678073300,2771000045011100,27,5013000678073300_2771000045011100,0
5013000610049100,1121500019004100,27,5013000610049100_1121500019004100,0
5013000802057100,2920000136068100,27,5013000802057100_2920000136068100,0
4150000157018400,5011000544072300,94,4150000157018400_5011000544072300,2
5013000765096400,1129000011083300,27,5013000765096400_1129000011083300,0
5013000316011400,4418000364085400,27,5013000316011400_4418000364085400,0
5011000199044400,4812900031056400,27,5011000199044400_4812900031056400,0
5013000731055200,1126000002091300,27,5013000731055200_1126000002091300,0
4148000699072200,5011000214097300,34,4148000699072200_5011000214097300,2
4113300012093300,5011000141055200,80,4113300012093300_5011000141055200,2
5013000778073200,1117000001090200,27,5013000778073200_1117000001090200,0
5011000214004100,4413100174010200,27,5011000214004100_4413100174010200,0
5013000731055200,4725000677036300,27,5013000731055200_4725000677036300,0
5011000137030100,1147000018068300,27,5011000137030100_1147000018068300,0
4511100024026200,5011000437052400,95,4511100024026200_5011000437052400,2
5013000814013400,1120000014036300,27,5013000814013400_1120000014036300,0
4148000699072200,5013000529050300,67,4148000699072200_5013000529050300,2
5013000777063100,4615000535056200,27,5013000777063100_4615000535056200,0
4148000690043300,5011000216091200,34,4148000690043300_5011000216091200,2
5013000610049100,4113500022076200,27,5013000610049100_4113500022076200,0
4150000190047200,5011000319090100,77,4150000190047200_5011000319090100,2
5011000437099200,4571000461051300,27,5011000437099200_4571000461051300,0
4146300050007100,5011000315042200,36,4146300050007100_5011000315042200,2
5011000437099200,4163000158003100,27,5011000437099200_4163000158003100,0
2671000213028300,5013000061039300,18,2671000213028300_5013000061039300,3
5011000078068400,4420000355068200,27,5011000078068400_4420000355068200,0
5013000731055200,4513000150085200,27,5013000731055200_4513000150085200,0
5011000854058100,4719000559049300,27,5011000854058100_4719000559049300,0
5011001001046400,4213000254086300,27,5011001001046400_4213000254086300,0
1135000009051200,5011000264015200,3,1135000009051200_5011000264015200,1
5011000078068400,1165000010018300,27,5011000078068400_1165000010018300,0
5011000213090100,2641000058060400,27,5011000213090100_2641000058060400,0
5013000403089200,1150000042085200,27,5013000403089200_1150000042085200,0
5011000424078200,1165000010001100,27,5011000424078200_1165000010001100,0
5013000740006400,4476000208042100,27,5013000740006400_4476000208042100,0
5013000731055200,1144000023070200,27,5013000731055200_1144000023070200,0
5011000450085400,1120000009079400,51,5011000450085400_1120000009079400,0
2650000006075100,5011000768031400,17,2650000006075100_5011000768031400,3
5013000765096400,1141000013026400,27,5013000765096400_1141000013026400,0
5011000078068400,2635000043031100,27,5011000078068400_2635000043031100,0
5011000078068400,1168000021076100,27,5011000078068400_1168000021076100,0
5013000777063100,4128100123009300,27,5013000777063100_4128100123009300,0
5011000437099200,4776000525009400,27,5011000437099200_4776000525009400,0
4680000337025100,5011000265042300,27,4680000337025100_5011000265042300,0
5011000137030100,4371000160023400,27,5011000137030100_4371000160023400,0
4141000031030100,5011000374091100,5,4141000031030100_5011000374091100,2
5013000610049100,1162000009063100,27,5013000610049100_1162000009063100,0
5011001115021200,4146300059077100,27,5011001115021200_4146300059077100,0
5013000044016100,1135000017012200,27,5013000044016100_1135000017012200,0
5011000078068400,4163000142030400,27,5011000078068400_4163000142030400,0
5011000078068400,4117100021061100,27,5011000078068400_4117100021061100,0
5011000510027400,2614000012066200,27,5011000510027400_2614000012066200,0
5013000610049100,4146500028078300,27,5013000610049100_4146500028078300,0
5013000170018300,4831000255047300,27,5013000170018300_4831000255047300,0
4148000690015300,5013000024040400,34,4148000690015300_5013000024040400,2
2824500048029400,5011000720080400,3,2824500048029400_5011000720080400,3
5013000821006200,4377000348078400,27,5013000821006200_4377000348078400,0
5013000610049100,2629000006098100,27,5013000610049100_2629000006098100,0
5013000926078200,4511100016021400,27,5013000926078200_4511100016021400,0
4146100406100100,5011000216083200,14,4146100406100100_5011000216083200,2
4122000119044300,5011001006025200,3,4122000119044300_5011001006025200,2
5011000595017300,2714000178032200,67,5011000595017300_2714000178032200,0
5011000174032200,4785000321061200,27,5011000174032200_4785000321061200,0
5011000078068400,4729000149075300,27,5011000078068400_4729000149075300,0
1165000006024300,5011000373023400,27,1165000006024300_5011000373023400,1
5011001060063300,4165000625009300,27,5011001060063300_4165000625009300,0
5011000078068400,1126000009044100,27,5011000078068400_1126000009044100,0
5013000610049100,2641000030089100,27,5013000610049100_2641000030089100,0
5011000137030100,4373000372004300,27,5011000137030100_4373000372004300,0
5011000722006300,4115000046004400,27,5011000722006300_4115000046004400,0
5013000813054200,2726000001085100,27,5013000813054200_2726000001085100,0
4148000690015300,5011000264051400,34,4148000690015300_5011000264051400,2
5013000894063100,2626000005054300,27,5013000894063100_2626000005054300,0
5013000354052200,2726000016085300,27,5013000354052200_2726000016085300,0
5011000078068400,2818500033026300,27,5011000078068400_2818500033026300,0
5013000728061100,1168000022089300,27,5013000728061100_1168000022089300,0
5011000078068400,2723000078072100,27,5011000078068400_2723000078072100,0
5011000264026100,5011000264083200,73,5011000264026100_5011000264083200,0
4148000493026400,5013000823080300,84,4148000493026400_5013000823080300,2
4148000690015300,5013000850064400,34,4148000690015300_5013000850064400,2
5011000680040400,1123000013060200,66,5011000680040400_1123000013060200,0
5011000379037100,4161000150090100,17,5011000379037100_4161000150090100,0
5011000685067100,2638000046079200,27,5011000685067100_2638000046079200,0
5011000375010100,4511300049069400,17,5011000375010100_4511300049069400,0
5011000078068400,4427000293066200,27,5011000078068400_4427000293066200,0
5013000463067300,5011000213063200,27,5013000463067300_5011000213063200,0
5011000485091400,4159000233045200,27,5011000485091400_4159000233045200,0
5013000367031200,2817000009054100,27,5013000367031200_2817000009054100,0
5013000862067200,4167000137055100,27,5013000862067200_4167000137055100,0
5011000478094100,2820000048020300,27,5011000478094100_2820000048020300,0
5013000732089100,4119500006069100,27,5013000732089100_4119500006069100,0
5011000109060400,4221000043016200,25,5011000109060400_4221000043016200,0
2641000059005300,5011000212099400,41,2641000059005300_5011000212099400,3
5013000124050300,4136000304035300,66,5013000124050300_4136000304035300,0
5011000535028300,4113100018027200,27,5011000535028300_4113100018027200,0
5011000078068400,2826000131088100,27,5011000078068400_2826000131088100,0
4146100164039300,5013000910012400,54,4146100164039300_5013000910012400,2
4817000532032100,5011000214020300,62,4817000532032100_5011000214020300,0
5013000731024200,2641000053065100,27,5013000731024200_2641000053065100,0
5013000828061300,1117000018009100,27,5013000828061300_1117000018009100,0
5013000731055200,1144000016053300,27,5013000731055200_1144000016053300,0
5013000610049100,1168000026036200,27,5013000610049100_1168000026036200,0
5011000224031300,1168000015082400,27,5011000224031300_1168000015082400,0
5013000777063100,2915500021039400,27,5013000777063100_2915500021039400,0
4141000031030100,5011000429025200,54,4141000031030100_5011000429025200,2
1117000009037100,5013000822062200,15,1117000009037100_5013000822062200,1
5013000232095200,4571000341031200,27,5013000232095200_4571000341031200,0
1129000014045300,5011000265089400,34,1129000014045300_5011000265089400,1
5011000435003200,4155000313090400,11,5011000435003200_4155000313090400,0
2811000173097100,5011000216037400,72,2811000173097100_5011000216037400,3
4161000271049100,5011000266040300,71,4161000271049100_5011000266040300,2
5013000366024400,4128100008007200,27,5013000366024400_4128100008007200,0
5013000411087300,4611000060065300,51,5013000411087300_4611000060065300,0
5011000137030100,1156000026057200,27,5011000137030100_1156000026057200,0
5011000265077200,4833000445068300,80,5011000265077200_4833000445068300,0
5011000137030100,4127300056098200,27,5011000137030100_4127300056098200,0
4128500028057400,5013000740013100,89,4128500028057400_5013000740013100,2
5013000865068200,2818500034022400,27,5013000865068200_2818500034022400,0
5013000610049100,4211000647069100,27,5013000610049100_4211000647069100,0
5011000436041400,4812900130056100,58,5011000436041400_4812900130056100,0
5013000735022300,4683000524056200,27,5013000735022300_4683000524056200,0
5011000199044400,4817000525021400,27,5011000199044400_4817000525021400,0
5013000858004400,4825000229090100,27,5013000858004400_4825000229090100,0
5011000078068400,1162000002009400,27,5011000078068400_1162000002009400,0
4148000427007400,5011000435062300,81,4148000427007400_5011000435062300,2
4161000362029100,5013000127052100,14,4161000362029100_5013000127052100,2
5013000777063100,4831000282062400,27,5013000777063100_4831000282062400,0
5013000731055200,4136000395072300,27,5013000731055200_4136000395072300,0
1120000013096100,5013000734097400,36,1120000013096100_5013000734097400,1
4127300065073100,5011000314060400,57,4127300065073100_5011000314060400,2
2920000021071400,5011000177051200,3,2920000021071400_5011000177051200,3
2820000033023200,5011000315042300,68,2820000033023200_5011000315042300,3
5013000735001200,4127100055026400,27,5013000735001200_4127100055026400,0
4115000038041400,5011000376062100,61,4115000038041400_5011000376062100,2
5011000168079400,4678000267019400,51,5011000168079400_4678000267019400,0
5013000731055200,4159000253016300,27,5013000731055200_4159000253016300,0
5013000766069100,4145000044032100,27,5013000766069100_4145000044032100,0
5011000078068400,3117000061097100,27,5011000078068400_3117000061097100,0
5011000078068400,2653000031076100,27,5011000078068400_2653000031076100,0
5011000078068400,1159000011001300,27,5011000078068400_1159000011001300,0
5011000078068400,4146300001029200,27,5011000078068400_4146300001029200,0
4311300016079100,5011000318044100,44,4311300016079100_5011000318044100,2
5013000572019300,4812100213076200,27,5013000572019300_4812100213076200,0
5011000078068400,4115000074082200,27,5011000078068400_4115000074082200,0
4148000699072200,5011000381058300,67,4148000699072200_5011000381058300,2
5013000731055200,1117000009026300,27,5013000731055200_1117000009026300,0
4159000211031300,5011000324091300,75,4159000211031300_5011000324091300,2
5011000078068400,4831000281060300,27,5011000078068400_4831000281060300,0
4159000429094300,5011000115070300,25,4159000429094300_5011000115070300,2
4119900009063300,5013000946011300,5,4119900009063300_5013000946011300,2
5011000595017300,4211000715004200,67,5011000595017300_4211000715004200,0
5013000731055200,4785000279091300,27,5013000731055200_4785000279091300,0
5011000078068400,1171000018038100,27,5011000078068400_1171000018038100,0
5011001036004100,4127300025041200,27,5011001036004100_4127300025041200,0
5011000595017300,1159000002042100,67,5011000595017300_1159000002042100,0
5013000571017300,4513000222069200,27,5013000571017300_4513000222069200,0
5011000384015100,4427000215078100,27,5011000384015100_4427000215078100,0
5011000373003200,4146500030046300,27,5011000373003200_4146500030046300,0
5011000373003200,4415000501081300,27,5011000373003200_4415000501081300,0
5013000624091200,2917000071009300,27,5013000624091200_2917000071009300,0
4148000690015300,5011000173062300,34,4148000690015300_5011000173062300,2
5011000424078200,4143000005045400,27,5011000424078200_4143000005045400,0
1117000008070200,5011000315071200,6,1117000008070200_5011000315071200,1
5013000624091200,1168000017029300,27,5013000624091200_1168000017029300,0
4157000166017200,5013000751033400,66,4157000166017200_5013000751033400,2
5013000624091200,4111100027024100,27,5013000624091200_4111100027024100,0
5011000375010100,4519000408050200,66,5011000375010100_4519000408050200,0
5013000610049100,1165000006030200,27,5013000610049100_1165000006030200,0
5013000610049100,2917000097026300,27,5013000610049100_2917000097026300,0
5011001054058100,4277001117027300,27,5011001054058100_4277001117027300,0
5013000821028200,4157000229004100,27,5013000821028200_4157000229004100,0
5011000310047200,4128500050039300,51,5011000310047200_4128500050039300,0
5011000137030100,3611000175047100,27,5011000137030100_3611000175047100,0
5013000777063100,2820000049004400,27,5013000777063100_2820000049004400,0
5011000318041400,4148000690010100,19,5011000318041400_4148000690010100,0
5013000732089100,4882000550037400,27,5013000732089100_4882000550037400,0
1154500001021400,5011000213067400,22,1154500001021400_5011000213067400,1
5013000765096400,1153000009040200,27,5013000765096400_1153000009040200,0
5013000205030200,1126000017062300,27,5013000205030200_1126000017062300,0
5011000424078200,4157000229009200,27,5011000424078200_4157000229009200,0
5013000858054200,4217000117072300,27,5013000858054200_4217000117072300,0
5011000137030100,1153000007006300,27,5011000137030100_1153000007006300,0
5011000137030100,4511300069088300,27,5011000137030100_4511300069088300,0
5011000078068400,1130500007089400,27,5011000078068400_1130500007089400,0
5011000556043100,4155000070038400,27,5011000556043100_4155000070038400,0
4122000053068300,5013000403084200,93,4122000053068300_5013000403084200,2
5011000595017300,1120000001062100,67,5011000595017300_1120000001062100,0
5011000388042400,4161000362033200,30,5011000388042400_4161000362033200,0
5013000777063100,4413100148006200,27,5013000777063100_4413100148006200,0
4159000429094300,5011000314043400,25,4159000429094300_5011000314043400,2
5011000212058200,4315000372001300,27,5011000212058200_4315000372001300,0
5011000437099200,4817000287074400,27,5011000437099200_4817000287074400,0
5011000267011400,4377000369095300,93,5011000267011400_4377000369095300,0
5011000078068400,2641000030053400,27,5011000078068400_2641000030053400,0
4137000019060200,5011000429004100,54,4137000019060200_5011000429004100,2
5013000821028200,4117300023092300,27,5013000821028200_4117300023092300,0
5011000213090100,1156000025084300,3,5011000213090100_1156000025084300,0
5013000610049100,4111300039040400,27,5013000610049100_4111300039040400,0
5011001009009100,4165000610074300,27,5011001009009100_4165000610074300,0
4146300080050100,5011000262066100,61,4146300080050100_5011000262066100,2
5013000624091200,4715000843076300,27,5013000624091200_4715000843076300,0
5011000525070400,4117100030005300,27,5011000525070400_4117100030005300,0
5011000437099200,4157000244003300,27,5011000437099200_4157000244003300,0
4141000031030100,5011000373027200,41,4141000031030100_5011000373027200,2
5011000575054200,3020000091004300,27,5011000575054200_3020000091004300,0
5013000821028200,4161000290047300,27,5013000821028200_4161000290047300,0
5011000078068400,2826000028034200,27,5011000078068400_2826000028034200,0
5011000137030100,3020000101061400,27,5011000137030100_3020000101061400,0
4421000419059400,5011000374034200,51,4421000419059400_5011000374034200,2
4146100146003300,5011000264070100,33,4146100146003300_5011000264070100,2
5013000825037400,4111100019043300,27,5013000825037400_4111100019043300,0
5013000731055200,4111300036059200,27,5013000731055200_4111300036059200,0
5011000078068400,4111300008085300,27,5011000078068400_4111300008085300,0
5013000822013100,4711300749031300,27,5013000822013100_4711300749031300,0
5013000732085200,4111500010010400,27,5013000732085200_4111500010010400,0
5011000078068400,2823700009043200,27,5011000078068400_2823700009043200,0
5013000897086300,4277000653011200,27,5013000897086300_4277000653011200,0
5013000821028200,1144000020028300,27,5013000821028200_1144000020028300,0
5013000704063400,1135000019097300,27,5013000704063400_1135000019097300,0
5011000626085100,4215000463013200,27,5011000626085100_4215000463013200,0
2723000088054300,5011000212066400,66,2723000088054300_5011000212066400,3
5011000428017400,2653000029072100,19,5011000428017400_2653000029072100,0
5013000731055200,3171000320092300,27,5013000731055200_3171000320092300,0
5013000731055200,3120000056011300,27,5013000731055200_3120000056011300,0
5011000078068400,2824500040001400,27,5011000078068400_2824500040001400,0
5011000424078200,4413300151061400,27,5011000424078200_4413300151061400,0
4145000061045300,5011000314095400,30,4145000061045300_5011000314095400,2
5011000137030100,4119500010085400,27,5011000137030100_4119500010085400,0
5011000373058300,1114000001078300,15,5011000373058300_1114000001078300,0
4157000187044200,5011000732064400,3,4157000187044200_5011000732064400,2
5013000610049100,2826000104080100,27,5013000610049100_2826000104080100,0
4150000163045200,5011000218072100,57,4150000163045200_5011000218072100,2
5011000078068400,1165000014079100,27,5011000078068400_1165000014079100,0
5013000821028200,4825000286098200,27,5013000821028200_4825000286098200,0
5011000078068400,2824500040100200,27,5011000078068400_2824500040100200,0
5013000821028200,4183000848066200,27,5013000821028200_4183000848066200,0
4579000177091200,5011000173044300,80,4579000177091200_5011000173044300,2
4148000690015300,5011000215027300,34,4148000690015300_5011000215027300,2
5013000403045400,4117300022020300,27,5013000403045400_4117300022020300,0
5011000078068400,2614000012074100,27,5011000078068400_2614000012074100,0
5013000056011100,4719000504061100,17,5013000056011100_4719000504061100,0
5011000685067100,4812900035035100,27,5011000685067100_4812900035035100,0
5013000867010300,4413100239069100,27,5013000867010300_4413100239069100,0
5013000691060200,4117300025034200,27,5013000691060200_4117300025034200,0
5013000854017300,1141000013100400,27,5013000854017300_1141000013100400,0
4141000031030100,5011000435010200,44,4141000031030100_5011000435010200,2
4141000031030100,5011000368008200,54,4141000031030100_5011000368008200,2
5011000485091400,4311300076053200,27,5011000485091400_4311300076053200,0
5011000137030100,2726000046002100,27,5011000137030100_2726000046002100,0
4571000650086400,5011000317093400,57,4571000650086400_5011000317093400,2
5013000731055200,2826000012018100,27,5013000731055200_2826000012018100,0
5011000078068400,2647000010049200,27,5011000078068400_2647000010049200,0
5011000543038400,4113500008048400,5,5011000543038400_4113500008048400,0
4374500014067300,5013000782072200,6,4374500014067300_5013000782072200,2
4725000763031200,5011000375003200,25,4725000763031200_5011000375003200,0
5011000078068400,2653000035076100,27,5011000078068400_2653000035076100,0
4136000143022100,5011000515084400,90,4136000143022100_5011000515084400,2
4141000031030100,5011000373048400,42,4141000031030100_5011000373048400,2
5013000610049100,2820000048006200,27,5013000610049100_2820000048006200,0
5013000817046300,4413300183038100,27,5013000817046300_4413300183038100,0
5013000610049100,4119500013017400,27,5013000610049100_4119500013017400,0
4157000306018300,5011000108063100,25,4157000306018300_5011000108063100,2
5011001116023200,4717000371080300,27,5011001116023200_4717000371080300,0
5013000731055200,4511100026024100,27,5013000731055200_4511100026024100,0
5013000777063100,4128500050075200,27,5013000777063100_4128500050075200,0
5013000771032200,4161000255034200,27,5013000771032200_4161000255034200,0
5011000525070400,4311100022038100,27,5011000525070400_4311100022038100,0
5011000199044400,4113500059014100,27,5011000199044400_4113500059014100,0
5013000731055200,2726000015080400,27,5013000731055200_2726000015080400,0
5013000821028200,1121500010094400,27,5013000821028200_1121500010094400,0
1117000009037100,5011000215055400,15,1117000009037100_5011000215055400,1
5011000595017300,4825000340035100,67,5011000595017300_4825000340035100,0
5013000354052200,1171000008078300,27,5013000354052200_1171000008078300,0
5013000817047400,4163000016100300,66,5013000817047400_4163000016100300,0
1129000014045300,5011000318076400,34,1129000014045300_5011000318076400,1
5013000205048400,2671000119038300,27,5013000205048400_2671000119038300,0
5013000735001200,3017000024075400,27,5013000735001200_3017000024075400,0
4148000690015300,5013000579076400,34,4148000690015300_5013000579076400,2
5011000266051200,4690000369069200,27,5011000266051200_4690000369069200,0
4122000009040300,5011000482013100,88,4122000009040300_5011000482013100,2
5011000078068400,1162000004094300,27,5011000078068400_1162000004094300,0
5011000078068400,4159000215083400,27,5011000078068400_4159000215083400,0
5013000765096400,4113300027024300,27,5013000765096400_4113300027024300,0
5013000610049100,2824500033089300,27,5013000610049100_2824500033089300,0
4427000366060200,5011000214060100,5,4427000366060200_5011000214060100,2
5011000078068400,4111700012049300,27,5011000078068400_4111700012049300,0
4148000690043300,5011000173050100,34,4148000690043300_5011000173050100,2
1120000014004300,5011000319035100,34,1120000014004300_5011000319035100,1
5013000828084200,4119500018027100,27,5013000828084200_4119500018027100,0
4148000690015300,5011000211098300,34,4148000690015300_5011000211098300,2
5013000354052200,4311100063014400,27,5013000354052200_4311100063014400,0
5013000731055200,4113300003026100,27,5013000731055200_4113300003026100,0
4211000650079200,5011000437052400,66,4211000650079200_5011000437052400,2
4165000745096300,5011000265034300,75,4165000745096300_5011000265034300,2
1165000003026300,5013000861025300,57,1165000003026300_5013000861025300,1
5011000078068400,2818500046032100,27,5011000078068400_2818500046032100,0
5011000685067100,1141000008069400,27,5011000685067100_1141000008069400,0
5013000823067300,4315000241072100,17,5013000823067300_4315000241072100,0
5011000313091400,4137000004083100,27,5011000313091400_4137000004083100,0
5013000610049100,4143000015036400,27,5013000610049100_4143000015036400,0
5011000318010300,4221000027055300,27,5011000318010300_4221000027055300,0
5011000078068400,4511100058088400,27,5011000078068400_4511100058088400,0
5013000610049100,1159000004070400,27,5013000610049100_1159000004070400,0
5013000818021200,3020000114070400,11,5013000818021200_3020000114070400,0
5013000821028200,2820000012088400,27,5013000821028200_2820000012088400,0
5011000595017300,4122000301023300,67,5011000595017300_4122000301023300,0
5011000137030100,4113100002019400,27,5011000137030100_4113100002019400,0
3023000012008100,5011000320032100,25,3023000012008100_5011000320032100,3
2635000056057100,5013000930078300,66,2635000056057100_5013000930078300,3
4884000418094100,5013000817085300,27,4884000418094100_5013000817085300,0
4136000239050200,5011000374091200,97,4136000239050200_5011000374091200,2
5011000263024200,4725000090099400,66,5011000263024200_4725000090099400,0
5011000078068400,2917000081015200,27,5011000078068400_2917000081015200,0
5013000610049100,4146500038099400,27,5013000610049100_4146500038099400,0
5013000828061300,4812100207074200,27,5013000828061300_4812100207074200,0
5013000821028200,4159000603064100,27,5013000821028200_4159000603064100,0
5013000731055200,2729000013034400,27,5013000731055200_2729000013034400,0
5013000610049100,2820000012085400,27,5013000610049100_2820000012085400,0
5011000627031400,4159000197014200,27,5011000627031400_4159000197014200,0
4119900010093400,5011000378014200,70,4119900010093400_5011000378014200,2
5011001108036200,2653000007015200,27,5011001108036200_2653000007015200,0
5011000933024100,4141000006070400,27,5011000933024100_4141000006070400,0
5011000595017300,4119500010029300,67,5011000595017300_4119500010029300,0
4377000154043400,5011000466024200,17,4377000154043400_5011000466024200,2
4136000216029100,5011000374061400,36,4136000216029100_5011000374061400,2
5013000731055200,1111000024040100,27,5013000731055200_1111000024040100,0
5011001070065300,4623000417095300,27,5011001070065300_4623000417095300,0
4146100257098200,5011000108082200,19,4146100257098200_5011000108082200,2
5011000137030100,4127300012021300,27,5011000137030100_4127300012021300,0
5011000078068400,1156000020052100,27,5011000078068400_1156000020052100,0
4136000216029100,5011000353064300,36,4136000216029100_5011000353064300,2
5013000735022300,4113100003023300,27,5013000735022300_4113100003023300,0
5011000595017300,1132000018064200,67,5011000595017300_1132000018064200,0
5011001093076300,4884000204090100,17,5011001093076300_4884000204090100,0
5013000946015400,4161000203050400,27,5013000946015400_4161000203050400,0
5013000821028200,4885000481064400,27,5013000821028200_4885000481064400,0
4887000123095400,5011000556041300,3,4887000123095400_5011000556041300,0
4141000031030100,5013000817074300,41,4141000031030100_5013000817074300,2
5013000821028200,1159000004088100,27,5013000821028200_1159000004088100,0
5011000078068400,2820000043035200,27,5011000078068400_2820000043035200,0
3023000012008100,5011000434039400,25,3023000012008100_5011000434039400,3
5013000777063100,1132000017034400,27,5013000777063100_1132000017034400,0
2650000003062200,5011000315087400,83,2650000003062200_5011000315087400,3
1150000037066300,5013000740004200,57,1150000037066300_5013000740004200,1
4615000626007400,5011000368017100,27,4615000626007400_5011000368017100,0
5013000610049100,4420000386015100,27,5013000610049100_4420000386015100,0
5011000260035100,4889000492085200,27,5011000260035100_4889000492085200,0
5013000778073200,4180000288030300,27,5013000778073200_4180000288030300,0
5011000078068400,2729000009011100,27,5011000078068400_2729000009011100,0
5011000078068400,2635000034057300,27,5011000078068400_2635000034057300,0
5011000767060300,2635000015064300,27,5011000767060300_2635000015064300,0
