송하인_격자공간고유번호,수하인_격자공간고유번호,물품_카테고리,송하인_광역시_시군구,송하인_읍면동_리,송하인_기타,수하인_광역시_시군구,수하인_읍면동_리,수하인_기타,카테고리_mean,카테고리_min,카테고리_max
5011000535028300,1156000011009300,27,50110,00535,028300,11560,00011,009300,4.322080606269377,3,179
4161000362029100,5013000780015300,14,41610,00362,029100,50130,00780,015300,5.469230769230769,3,120
2723000088054300,5011000373089100,44,27230,00088,054300,50110,00373,089100,5.028301886792453,3,27
5011000078068400,4511300064096200,27,50110,00078,068400,45113,00064,096200,4.322080606269377,3,179
4711100111066100,5013000822085200,33,47111,00111,066100,50130,00822,085200,7.664670658682635,3,84
5013000675081300,2817000010043100,27,50130,00675,081300,28170,00010,043100,4.322080606269377,3,179
5013000760051200,4511300103022100,27,50130,00760,051200,45113,00103,022100,4.322080606269377,3,179
4136000318025200,5011000685002100,3,41360,00318,025200,50110,00685,002100,6.815602836879433,3,122
5011000078068400,4159000172033200,27,50110,00078,068400,41590,00172,033200,4.322080606269377,3,179
4150000241045200,5013000885028400,5,41500,00241,045200,50130,00885,028400,5.774957698815567,3,93
5011000266051200,4146300018018100,27,50110,00266,051200,41463,00018,018100,4.322080606269377,3,179
5013000704063400,2671000213027200,27,50130,00704,063400,26710,00213,027200,4.322080606269377,3,179
5013000858054200,4615000658053300,27,50130,00858,054200,46150,00658,053300,4.322080606269377,3,179
5011000078068400,1159000008085300,27,50110,00078,068400,11590,00008,085300,4.322080606269377,3,179
5013000821028200,3117000039099400,27,50130,00821,028200,31170,00039,099400,4.322080606269377,3,179
5013000728061100,1171000026085300,27,50130,00728,061100,11710,00026,085300,4.322080606269377,3,179
5011000213090100,2717000006095400,27,50110,00213,090100,27170,00006,095400,4.322080606269377,3,179
5011000078068400,3117000061020300,27,50110,00078,068400,31170,00061,020300,4.322080606269377,3,179
5011000078068400,4148000696066100,27,50110,00078,068400,41480,00696,066100,4.322080606269377,3,179
5013000778022200,4721000430064100,27,50130,00778,022200,47210,00430,064100,4.322080606269377,3,179
4148000690015300,5011000435018300,34,41480,00690,015300,50110,00435,018300,4.976168652612282,3,118
5011000685067100,1171000008093300,27,50110,00685,067100,11710,00008,093300,4.322080606269377,3,179
5011000178097200,2820000001076300,27,50110,00178,097200,28200,00001,076300,4.322080606269377,3,179
5013000610049100,1117000007014100,27,50130,00610,049100,11170,00007,014100,4.322080606269377,3,179
5013000610049100,4113500046022400,27,50130,00610,049100,41135,00046,022400,4.322080606269377,3,179
5013000732003300,4792000515052300,27,50130,00732,003300,47920,00515,052300,4.322080606269377,3,179
5013000731055200,4143000052100300,27,50130,00731,055200,41430,00052,100300,4.322080606269377,3,179
5011000535028300,2820000013019200,51,50110,00535,028300,28200,00013,019200,5.674418604651163,3,68
5011000078068400,4113500035063400,27,50110,00078,068400,41135,00035,063400,4.322080606269377,3,179
5011000595017300,4213000330093200,67,50110,00595,017300,42130,00330,093200,4.092013888888889,3,48
5013000731055200,4713000329070300,27,50130,00731,055200,47130,00329,070300,4.322080606269377,3,179
5011000374036400,3020000100047100,51,50110,00374,036400,30200,00100,047100,5.674418604651163,3,68
5013000827038400,4145000013041100,27,50130,00827,038400,41450,00013,041100,4.322080606269377,3,179
5011000078068400,4159000297036300,27,50110,00078,068400,41590,00297,036300,4.322080606269377,3,179
4148000699072200,5011000265088100,34,41480,00699,072200,50110,00265,088100,4.976168652612282,3,118
5013000871062200,4822000240092400,27,50130,00871,062200,48220,00240,092400,4.322080606269377,3,179
5011000265100400,2915500002002400,83,50110,00265,100400,29155,00002,002400,7.954545454545454,3,40
5013000610049100,2820000020001200,27,50130,00610,049100,28200,00020,001200,4.322080606269377,3,179
4148000690015300,5011000373065400,34,41480,00690,015300,50110,00373,065400,4.976168652612282,3,118
4148000699072200,5011000373066300,36,41480,00699,072200,50110,00373,066300,4.406349206349207,3,23
5013000777063100,4128100135017200,27,50130,00777,063100,41281,00135,017200,4.322080606269377,3,179
4136000216029100,5011000851046200,36,41360,00216,029100,50110,00851,046200,4.406349206349207,3,23
4148000690015300,5011000520007400,34,41480,00690,015300,50110,00520,007400,4.976168652612282,3,118
5013000731055200,4117300025069100,27,50130,00731,055200,41173,00025,069100,4.322080606269377,3,179
4773000590015400,5011000309090100,25,47730,00590,015400,50110,00309,090100,4.765333333333333,3,41
5011000274021100,1147000002010200,66,50110,00274,021100,11470,00002,010200,5.696324951644101,3,105
5013000043054100,4728000807039200,27,50130,00043,054100,47280,00807,039200,4.322080606269377,3,179
5013000670082100,3120000057078200,27,50130,00670,082100,31200,00057,078200,4.322080606269377,3,179
1111000026021400,5011000315093100,17,11110,00026,021400,50110,00315,093100,6.088825214899713,3,108
4420000529077100,5011000218070100,66,44200,00529,077100,50110,00218,070100,5.696324951644101,3,105
5011000435091200,4111100024078200,27,50110,00435,091200,41111,00024,078200,4.322080606269377,3,179
4148000690043300,5011000265094200,34,41480,00690,043300,50110,00265,094200,4.976168652612282,3,118
5013000813054200,4311300021097200,27,50130,00813,054200,43113,00021,097200,4.322080606269377,3,179
5011001115042100,3117000039090400,27,50110,01115,042100,31170,00039,090400,4.322080606269377,3,179
5013000776073400,4146300030033400,27,50130,00776,073400,41463,00030,033400,4.322080606269377,3,179
4148000690015300,5011000374061300,34,41480,00690,015300,50110,00374,061300,4.976168652612282,3,118
4113500004083400,5013000846021100,71,41135,00004,083400,50130,00846,021100,4.291666666666667,3,17
4128500028049400,5013000845021300,66,41285,00028,049400,50130,00845,021300,5.696324951644101,3,105
5011000216069400,1159000008018100,27,50110,00216,069400,11590,00008,018100,4.322080606269377,3,179
5013000803023100,4615000626024100,27,50130,00803,023100,46150,00626,024100,4.322080606269377,3,179
4511300088081100,5011000444067400,88,45113,00088,081100,50110,00444,067400,7.166666666666667,5,14
5011000137030100,4113500009009400,27,50110,00137,030100,41135,00009,009400,4.322080606269377,3,179
4148000699072200,5011000781004200,67,41480,00699,072200,50110,00781,004200,4.092013888888889,3,48
5011001053071400,4167000136029400,27,50110,01053,071400,41670,00136,029400,4.322080606269377,3,179
5013000622057100,4136000375040200,27,50130,00622,057100,41360,00375,040200,4.322080606269377,3,179
5013000821028200,3114000047064200,27,50130,00821,028200,31140,00047,064200,4.322080606269377,3,179
5013000777063100,2818500006006200,27,50130,00777,063100,28185,00006,006200,4.322080606269377,3,179
5011000427089100,4159000763082400,66,50110,00427,089100,41590,00763,082400,5.696324951644101,3,105
4150000157018400,5013000823048300,66,41500,00157,018400,50130,00823,048300,5.696324951644101,3,105
5011000374036400,4413300201078200,51,50110,00374,036400,44133,00201,078200,5.674418604651163,3,68
5011000450085400,4159000468051100,51,50110,00450,085400,41590,00468,051100,5.674418604651163,3,68
4221000028003400,5013000926057200,19,42210,00028,003400,50130,00926,057200,12.889830508474576,3,413
5013000692034400,1168000021056200,27,50130,00692,034400,11680,00021,056200,4.322080606269377,3,179
5011000078068400,4122000234056200,27,50110,00078,068400,41220,00234,056200,4.322080606269377,3,179
5011000316024300,1150000013083100,51,50110,00316,024300,11500,00013,083100,5.674418604651163,3,68
4150000160087200,5011000369043100,5,41500,00160,087200,50110,00369,043100,5.774957698815567,3,93
5013000610049100,1123000001096400,27,50130,00610,049100,11230,00001,096400,4.322080606269377,3,179
5011000272063400,4211000613078400,27,50110,00272,063400,42110,00613,078400,4.322080606269377,3,179
3023000053033100,5011000368035200,44,30230,00053,033100,50110,00368,035200,5.028301886792453,3,27
1153000017017100,5011000215009200,15,11530,00017,017100,50110,00215,009200,6.840909090909091,3,103
5013000731055200,4886000703004100,27,50130,00731,055200,48860,00703,004100,4.322080606269377,3,179
5011000078068400,4159000300086100,27,50110,00078,068400,41590,00300,086100,4.322080606269377,3,179
5011000213090100,1138000025079200,27,50110,00213,090100,11380,00025,079200,4.322080606269377,3,179
5011000078068400,4139000017053100,27,50110,00078,068400,41390,00017,053100,4.322080606269377,3,179
5011000078068400,2629000015017400,27,50110,00078,068400,26290,00015,017400,4.322080606269377,3,179
4148000690015300,5011000328026100,34,41480,00690,015300,50110,00328,026100,4.976168652612282,3,118
5013000909049200,3020000112091200,27,50130,00909,049200,30200,00112,091200,4.322080606269377,3,179
5011000424031100,4413300189014300,27,50110,00424,031100,44133,00189,014300,4.322080606269377,3,179
5011000137030100,2711000007051400,27,50110,00137,030100,27110,00007,051400,4.322080606269377,3,179
4141000031009400,5013000003078400,3,41410,00031,009400,50130,00003,078400,6.815602836879433,3,122
5013000732085200,4111700011007300,27,50130,00732,085200,41117,00011,007300,4.322080606269377,3,179
5011000228054400,1138000007007300,66,50110,00228,054400,11380,00007,007300,5.696324951644101,3,105
4141000031030100,5011000374034300,5,41410,00031,030100,50110,00374,034300,5.774957698815567,3,93
4150000061014400,5011000173055300,29,41500,00061,014400,50110,00173,055300,6.728260869565218,3,62
5011000316024300,2826000016073100,51,50110,00316,024300,28260,00016,073100,5.674418604651163,3,68
5011000078068400,4113500063081300,27,50110,00078,068400,41135,00063,081300,4.322080606269377,3,179
5013000731055200,3017000024043300,27,50130,00731,055200,30170,00024,043300,4.322080606269377,3,179
5011000375010100,4111700025100400,27,50110,00375,010100,41117,00025,100400,4.322080606269377,3,179
5011000078068400,4511300045013100,27,50110,00078,068400,45113,00045,013100,4.322080606269377,3,179
5013000902065100,4283000185040300,27,50130,00902,065100,42830,00185,040300,4.322080606269377,3,179
5013000858004400,4122000174100400,27,50130,00858,004400,41220,00174,100400,4.322080606269377,3,179
2714000160099200,5011000169074400,24,27140,00160,099200,50110,00169,074400,6.0,3,15
5013000910072100,1165000016048300,27,50130,00910,072100,11650,00016,048300,4.322080606269377,3,179
5011000224053100,4681000201062200,37,50110,00224,053100,46810,00201,062200,5.0,3,21
5011000137030100,4127300025053400,27,50110,00137,030100,41273,00025,053400,4.322080606269377,3,179
2771000051039100,5011000134030400,71,27710,00051,039100,50110,00134,030400,4.291666666666667,3,17
5011000078068400,2717000015084400,27,50110,00078,068400,27170,00015,084400,4.322080606269377,3,179
5013000728061100,4721000427080200,27,50130,00728,061100,47210,00427,080200,4.322080606269377,3,179
5013000205030200,2729000024047300,27,50130,00205,030200,27290,00024,047300,4.322080606269377,3,179
5013000812070200,4141000023082400,66,50130,00812,070200,41410,00023,082400,5.696324951644101,3,105
5011001060063300,3017000024010100,27,50110,01060,063300,30170,00024,010100,4.322080606269377,3,179
5011000224053100,4374000364075400,27,50110,00224,053100,43740,00364,075400,4.322080606269377,3,179
5011000450085400,4420000325037300,51,50110,00450,085400,44200,00325,037300,5.674418604651163,3,68
5011000078068400,4311300051056400,27,50110,00078,068400,43113,00051,056400,4.322080606269377,3,179
5011000349021200,4514000399018100,51,50110,00349,021200,45140,00399,018100,5.674418604651163,3,68
5011000485091400,4723000666006300,27,50110,00485,091400,47230,00666,006300,4.322080606269377,3,179
4148000699072200,5011000532018400,34,41480,00699,072200,50110,00532,018400,4.976168652612282,3,118
4161000222029300,5011000216081300,19,41610,00222,029300,50110,00216,081300,12.889830508474576,3,413
5011000767075300,4423000223013300,80,50110,00767,075300,44230,00223,013300,8.838120104438643,3,150
5011000109060400,1168000015038200,25,50110,00109,060400,11680,00015,038200,4.765333333333333,3,41
5011000078068400,3014000010015100,27,50110,00078,068400,30140,00010,015100,4.322080606269377,3,179
5013000232095200,4611000029079400,27,50130,00232,095200,46110,00029,079400,4.322080606269377,3,179
5011000078068400,2817000009030200,27,50110,00078,068400,28170,00009,030200,4.322080606269377,3,179
5013000610049100,1159000006003400,27,50130,00610,049100,11590,00006,003400,4.322080606269377,3,179
5011000381004300,2647000007020200,27,50110,00381,004300,26470,00007,020200,4.322080606269377,3,179
5013000610049100,1144000025072200,27,50130,00610,049100,11440,00025,072200,4.322080606269377,3,179
5013000610049100,4165000090065400,27,50130,00610,049100,41650,00090,065400,4.322080606269377,3,179
5011000369001300,4148000703008400,11,50110,00369,001300,41480,00703,008400,5.83125,3,70
2826000136013300,5011000374073100,84,28260,00136,013300,50110,00374,073100,4.241379310344827,3,16
5013000673010300,1130500019060100,27,50130,00673,010300,11305,00019,060100,4.322080606269377,3,179
5011000595017300,1144000012004400,67,50110,00595,017300,11440,00012,004400,4.092013888888889,3,48
4143000032065100,5013000317079300,77,41430,00032,065100,50130,00317,079300,5.92,3,123
5013000777063100,2914000011012300,27,50130,00777,063100,29140,00011,012300,4.322080606269377,3,179
4165000469012300,5011000368009200,93,41650,00469,012300,50110,00368,009200,3.3066666666666666,3,6
5011000424078200,4413300185068200,27,50110,00424,078200,44133,00185,068200,4.322080606269377,3,179
5011000137030100,1144000020085300,27,50110,00137,030100,11440,00020,085300,4.322080606269377,3,179
5011000078068400,2824500047057300,27,50110,00078,068400,28245,00047,057300,4.322080606269377,3,179
5011000384015100,4121000003079100,3,50110,00384,015100,41210,00003,079100,6.815602836879433,3,122
5013000731055200,4146300035024200,27,50130,00731,055200,41463,00035,024200,4.322080606269377,3,179
5011000685067100,4159000343017300,27,50110,00685,067100,41590,00343,017300,4.322080606269377,3,179
5011000424078200,1162000003070400,27,50110,00424,078200,11620,00003,070400,4.322080606269377,3,179
4146100146003300,5011000168095400,44,41461,00146,003300,50110,00168,095400,5.028301886792453,3,27
5013000354052200,1117000010025300,27,50130,00354,052200,11170,00010,025300,4.322080606269377,3,179
5013000802049100,2635000038078200,27,50130,00802,049100,26350,00038,078200,4.322080606269377,3,179
4413100063005100,5011000366063200,10,44131,00063,005100,50110,00366,063200,5.6,3,29
5011000266029300,4121000003079100,27,50110,00266,029300,41210,00003,079100,4.322080606269377,3,179
5011000424078200,4514000422065100,27,50110,00424,078200,45140,00422,065100,4.322080606269377,3,179
4213000245090400,5011000213038300,66,42130,00245,090400,50110,00213,038300,5.696324951644101,3,105
5011000137030100,4825000258091100,27,50110,00137,030100,48250,00258,091100,4.322080606269377,3,179
5011000424078200,4137000033063300,27,50110,00424,078200,41370,00033,063300,4.322080606269377,3,179
5011000078068400,1162000008013100,27,50110,00078,068400,11620,00008,013100,4.322080606269377,3,179
4148000690015300,5011000380076200,34,41480,00690,015300,50110,00380,076200,4.976168652612282,3,118
5011000078068400,2917000069052200,27,50110,00078,068400,29170,00069,052200,4.322080606269377,3,179
4148000690015300,5011000892078200,34,41480,00690,015300,50110,00892,078200,4.976168652612282,3,118
5013000610049100,1132000016004200,27,50130,00610,049100,11320,00016,004200,4.322080606269377,3,179
5011000078068400,4157000261058400,27,50110,00078,068400,41570,00261,058400,4.322080606269377,3,179
4157000196098300,5011000213085300,93,41570,00196,098300,50110,00213,085300,3.3066666666666666,3,6
5013000610049100,2823700008088400,27,50130,00610,049100,28237,00008,088400,4.322080606269377,3,179
5013000809098300,4127300015002100,27,50130,00809,098300,41273,00015,002100,4.322080606269377,3,179
5011000137030100,4719000408097200,27,50110,00137,030100,47190,00408,097200,4.322080606269377,3,179
5011000078068400,2818500046021300,27,50110,00078,068400,28185,00046,021300,4.322080606269377,3,179
4150000222021400,5011000891008100,36,41500,00222,021400,50110,00891,008100,4.406349206349207,3,23
5013000623051300,2629000008045200,27,50130,00623,051300,26290,00008,045200,4.322080606269377,3,179
5013000622057100,2826000123030400,27,50130,00622,057100,28260,00123,030400,4.322080606269377,3,179
5011000213090100,1129000011083300,27,50110,00213,090100,11290,00011,083300,4.322080606269377,3,179
5013000822013100,4729000126009300,27,50130,00822,013100,47290,00126,009300,4.322080606269377,3,179
5011000078068400,4148000695082300,27,50110,00078,068400,41480,00695,082300,4.322080606269377,3,179
4817000492008200,5013000032095100,71,48170,00492,008200,50130,00032,095100,4.291666666666667,3,17
5011001074080300,4827000512029400,17,50110,01074,080300,48270,00512,029400,6.088825214899713,3,108
5011000078068400,4825000445017200,27,50110,00078,068400,48250,00445,017200,4.322080606269377,3,179
5013000778073200,4511300087094100,27,50130,00778,073200,45113,00087,094100,4.322080606269377,3,179
5011000437099200,2729000025086100,27,50110,00437,099200,27290,00025,086100,4.322080606269377,3,179
4427000366060200,5011000266002200,5,44270,00366,060200,50110,00266,002200,5.774957698815567,3,93
5011000228004400,1153000013081300,5,50110,00228,004400,11530,00013,081300,5.774957698815567,3,93
4117300016031100,5011000263084100,16,41173,00016,031100,50110,00263,084100,4.833333333333333,3,15
5013000610049100,4113500003072300,27,50130,00610,049100,41135,00003,072300,4.322080606269377,3,179
5011000078068400,2650000005065200,27,50110,00078,068400,26500,00005,065200,4.322080606269377,3,179
5011000595017300,1144000003077200,67,50110,00595,017300,11440,00003,077200,4.092013888888889,3,48
5013000731055200,2818500006025200,27,50130,00731,055200,28185,00006,025200,4.322080606269377,3,179
5011000374034200,4311300043039200,66,50110,00374,034200,43113,00043,039200,5.696324951644101,3,105
5013000821028200,4127300016072100,27,50130,00821,028200,41273,00016,072100,4.322080606269377,3,179
5011000078068400,3611000320011400,27,50110,00078,068400,36110,00320,011400,4.322080606269377,3,179
5013000828001400,1144000013075200,27,50130,00828,001400,11440,00013,075200,4.322080606269377,3,179
5011000213090100,4420000356095100,27,50110,00213,090100,44200,00356,095100,4.322080606269377,3,179
5011000110041300,1168000028036200,27,50110,00110,041300,11680,00028,036200,4.322080606269377,3,179
4141000031030100,5013000860019200,41,41410,00031,030100,50130,00860,019200,3.707482993197279,3,25
5013000731055200,1135000013064200,27,50130,00731,055200,11350,00013,064200,4.322080606269377,3,179
5013000734077100,4513000188026300,27,50130,00734,077100,45130,00188,026300,4.322080606269377,3,179
5011000570061200,4121000020090400,27,50110,00570,061200,41210,00020,090400,4.322080606269377,3,179
5013000759049400,1147000003001200,27,50130,00759,049400,11470,00003,001200,4.322080606269377,3,179
5013000828022100,4161000241072200,27,50130,00828,022100,41610,00241,072200,4.322080606269377,3,179
5011001054058100,1141000011048100,27,50110,01054,058100,11410,00011,048100,4.322080606269377,3,179
5011000078068400,4615000630009100,27,50110,00078,068400,46150,00630,009100,4.322080606269377,3,179
5011000214094300,4157000294090300,17,50110,00214,094300,41570,00294,090300,6.088825214899713,3,108
3023000053033100,5011000199031200,44,30230,00053,033100,50110,00199,031200,5.028301886792453,3,27
5013000610049100,1162000013013100,27,50130,00610,049100,11620,00013,013100,4.322080606269377,3,179
5011000767075300,4136000140014300,80,50110,00767,075300,41360,00140,014300,8.838120104438643,3,150
5011000168089300,1111000026013200,51,50110,00168,089300,11110,00026,013200,5.674418604651163,3,68
5011000372027100,1171000026071300,80,50110,00372,027100,11710,00026,071300,8.838120104438643,3,150
4413100296077200,5011000323038200,92,44131,00296,077200,50110,00323,038200,4.214285714285714,3,13
5013000571016300,4311300049058300,27,50130,00571,016300,43113,00049,058300,4.322080606269377,3,179
5013000777063100,4155000361026200,27,50130,00777,063100,41550,00361,026200,4.322080606269377,3,179
5011000078068400,4159000383057400,27,50110,00078,068400,41590,00383,057400,4.322080606269377,3,179
5013000610049100,3023000005098200,27,50130,00610,049100,30230,00005,098200,4.322080606269377,3,179
5011000721082200,2826000084056100,17,50110,00721,082200,28260,00084,056100,6.088825214899713,3,108
5011000424078200,4511100058052400,27,50110,00424,078200,45111,00058,052400,4.322080606269377,3,179
4427000366060200,5011000173017400,5,44270,00366,060200,50110,00173,017400,5.774957698815567,3,93
4137000039021400,5011000214063100,80,41370,00039,021400,50110,00214,063100,8.838120104438643,3,150
5011000078068400,4111700027005300,27,50110,00078,068400,41117,00027,005300,4.322080606269377,3,179
4150000196034300,5011000215022300,29,41500,00196,034300,50110,00215,022300,6.728260869565218,3,62
4785000381043100,5011000074085100,27,47850,00381,043100,50110,00074,085100,4.322080606269377,3,179
5011001034043300,4113500022089300,27,50110,01034,043300,41135,00022,089300,4.322080606269377,3,179
5011000374036400,2917000080056100,51,50110,00374,036400,29170,00080,056100,5.674418604651163,3,68
4148000690015300,5011000375021300,34,41480,00690,015300,50110,00375,021300,4.976168652612282,3,118
5011000078068400,4113500030013400,27,50110,00078,068400,41135,00030,013400,4.322080606269377,3,179
1168000015064300,5011000315062400,21,11680,00015,064300,50110,00315,062400,10.892156862745098,3,134
4139000137074300,5013000926056400,57,41390,00137,074300,50130,00926,056400,3.529032258064516,3,10
5011000767075300,1156000011036300,80,50110,00767,075300,11560,00011,036300,8.838120104438643,3,150
5013000732003300,4182000435061300,27,50130,00732,003300,41820,00435,061300,4.322080606269377,3,179
5011000595017300,1129000011049200,67,50110,00595,017300,11290,00011,049200,4.092013888888889,3,48
5011000078068400,2823700016011400,27,50110,00078,068400,28237,00016,011400,4.322080606269377,3,179
5013000731055200,1141000016096200,27,50130,00731,055200,11410,00016,096200,4.322080606269377,3,179
5013000823091300,4111300037026300,33,50130,00823,091300,41113,00037,026300,7.664670658682635,3,84
5011000078068400,1153000006090200,27,50110,00078,068400,11530,00006,090200,4.322080606269377,3,179
5011000685067100,4311300010062300,27,50110,00685,067100,43113,00010,062300,4.322080606269377,3,179
5011000137030100,1132000013029200,27,50110,00137,030100,11320,00013,029200,4.322080606269377,3,179
4115000054008400,5011000367074100,19,41150,00054,008400,50110,00367,074100,12.889830508474576,3,413
5013000205048400,4150000154074100,27,50130,00205,048400,41500,00154,074100,4.322080606269377,3,179
5011000433038300,4689000201020400,17,50110,00433,038300,46890,00201,020400,6.088825214899713,3,108
5013000861038300,3117000034090300,27,50130,00861,038300,31170,00034,090300,4.322080606269377,3,179
5011000313060200,4681000499079100,27,50110,00313,060200,46810,00499,079100,4.322080606269377,3,179
1111000019099100,5011000435052100,34,11110,00019,099100,50110,00435,052100,4.976168652612282,3,118
5013000731055200,1171000015025400,27,50130,00731,055200,11710,00015,025400,4.322080606269377,3,179
5011000424078200,2726000002025100,27,50110,00424,078200,27260,00002,025100,4.322080606269377,3,179
4812300007061200,5011001008084200,17,48123,00007,061200,50110,01008,084200,6.088825214899713,3,108
4873000228047300,5013000467077200,23,48730,00228,047300,50130,00467,077200,12.866666666666667,3,84
5011000313025300,2653000006080100,27,50110,00313,025300,26530,00006,080100,4.322080606269377,3,179
4159000429094300,5011000215075400,3,41590,00429,094300,50110,00215,075400,6.815602836879433,3,122
5013000902094200,4579000155033400,27,50130,00902,094200,45790,00155,033400,4.322080606269377,3,179
5013000731055200,4223000169009100,27,50130,00731,055200,42230,00169,009100,4.322080606269377,3,179
5011000420060100,4115000044072300,27,50110,00420,060100,41150,00044,072300,4.322080606269377,3,179
4148000690047300,5011000318076200,34,41480,00690,047300,50110,00318,076200,4.976168652612282,3,118
5011000078068400,1156000024046100,27,50110,00078,068400,11560,00024,046100,4.322080606269377,3,179
5013000622057100,2623000017043400,27,50130,00622,057100,26230,00017,043400,4.322080606269377,3,179
5013000821028200,4146100243020200,27,50130,00821,028200,41461,00243,020200,4.322080606269377,3,179
4725000882004400,5011000374034200,17,47250,00882,004400,50110,00374,034200,6.088825214899713,3,108
5013000733024100,4380000326072300,27,50130,00733,024100,43800,00326,072300,4.322080606269377,3,179
5013000732089100,4812100172089100,27,50130,00732,089100,48121,00172,089100,4.322080606269377,3,179
5011001001086200,3120000156074200,27,50110,01001,086200,31200,00156,074200,4.322080606269377,3,179
5013000610049100,4145000029009200,27,50130,00610,049100,41450,00029,009200,4.322080606269377,3,179
5011000078068400,4136000225096300,27,50110,00078,068400,41360,00225,096300,4.322080606269377,3,179
5013000178055200,2826000098048400,27,50130,00178,055200,28260,00098,048400,4.322080606269377,3,179
1117000009037100,5011000319013300,15,11170,00009,037100,50110,00319,013300,6.840909090909091,3,103
3611000078035400,5011000315083100,56,36110,00078,035400,50110,00315,083100,9.1,3,197
4157000126017200,5011000168075400,40,41570,00126,017200,50110,00168,075400,4.4375,3,10
5013000731055200,4115000055037100,27,50130,00731,055200,41150,00055,037100,4.322080606269377,3,179
5011000078068400,4825000258064200,27,50110,00078,068400,48250,00258,064200,4.322080606269377,3,179
5011000213090100,3120000043006400,27,50110,00213,090100,31200,00043,006400,4.322080606269377,3,179
1114000005046200,5011001013025300,25,11140,00005,046200,50110,01013,025300,4.765333333333333,3,41
5011000078068400,2629000003030200,27,50110,00078,068400,26290,00003,030200,4.322080606269377,3,179
5013000622057100,4128700041038200,27,50130,00622,057100,41287,00041,038200,4.322080606269377,3,179
5013000735022300,4127100036008100,27,50130,00735,022300,41271,00036,008100,4.322080606269377,3,179
4141000031030100,5011000371029400,14,41410,00031,030100,50110,00371,029400,5.469230769230769,3,120
5011000140090400,2917000062085100,27,50110,00140,090400,29170,00062,085100,4.322080606269377,3,179
5011000543038400,1154500001048400,5,50110,00543,038400,11545,00001,048400,5.774957698815567,3,93
5013000664028400,4223000060055300,27,50130,00664,028400,42230,00060,055300,4.322080606269377,3,179
5011000685067100,3020000135075400,27,50110,00685,067100,30200,00135,075400,4.322080606269377,3,179
4150000241065200,5011000173040100,5,41500,00241,065200,50110,00173,040100,5.774957698815567,3,93
5013000771032200,4415000501100400,27,50130,00771,032200,44150,00501,100400,4.322080606269377,3,179
5013000624091200,4113500035092300,27,50130,00624,091200,41135,00035,092300,4.322080606269377,3,179
4165000769012300,5011000212016400,54,41650,00769,012300,50110,00212,016400,5.219512195121951,3,56
5013000670049200,4127100036034200,27,50130,00670,049200,41271,00036,034200,4.322080606269377,3,179
5013000731055200,2726000032022300,27,50130,00731,055200,27260,00032,022300,4.322080606269377,3,179
5011000320046200,5011000212009200,27,50110,00320,046200,50110,00212,009200,4.322080606269377,3,179
5013000765096400,4519000444088200,27,50130,00765,096400,45190,00444,088200,4.322080606269377,3,179
5013000610049100,1135000034040400,27,50130,00610,049100,11350,00034,040400,4.322080606269377,3,179
5013000731055200,4420000328099100,27,50130,00731,055200,44200,00328,099100,4.322080606269377,3,179
5011000485091400,4211000546040100,27,50110,00485,091400,42110,00546,040100,4.322080606269377,3,179
3020000149062400,5011000374063400,36,30200,00149,062400,50110,00374,063400,4.406349206349207,3,23
5011000220031300,4711300777084200,27,50110,00220,031300,47113,00777,084200,4.322080606269377,3,179
5013000610049100,2826000098034400,27,50130,00610,049100,28260,00098,034400,4.322080606269377,3,179
5011000266051200,4159000296019400,27,50110,00266,051200,41590,00296,019400,4.322080606269377,3,179
5013000854017300,4721000472092300,27,50130,00854,017300,47210,00472,092300,4.322080606269377,3,179
5013000731055200,4825000361046200,27,50130,00731,055200,48250,00361,046200,4.322080606269377,3,179
4148000699072200,5013000930027400,67,41480,00699,072200,50130,00930,027400,4.092013888888889,3,48
5011001069093300,2871000141005200,27,50110,01069,093300,28710,00141,005200,4.322080606269377,3,179
1111000026042200,5011000318093100,19,11110,00026,042200,50110,00318,093100,12.889830508474576,3,413
5013000731055200,4139000099025100,27,50130,00731,055200,41390,00099,025100,4.322080606269377,3,179
5013000671079300,4139000022044200,27,50130,00671,079300,41390,00022,044200,4.322080606269377,3,179
5011000767075300,4111100028015300,80,50110,00767,075300,41111,00028,015300,8.838120104438643,3,150
4687000111016200,5011000417054200,17,46870,00111,016200,50110,00417,054200,6.088825214899713,3,108
4511100001061100,5011000312032300,57,45111,00001,061100,50110,00312,032300,3.529032258064516,3,10
5011000424078200,4415000483003400,27,50110,00424,078200,44150,00483,003400,4.322080606269377,3,179
2720000008064300,5011000309038400,5,27200,00008,064300,50110,00309,038400,5.774957698815567,3,93
5013000731055200,2720000005003200,27,50130,00731,055200,27200,00005,003200,4.322080606269377,3,179
5013000777063100,2920000152047300,27,50130,00777,063100,29200,00152,047300,4.322080606269377,3,179
5011000172024300,1130500019023100,27,50110,00172,024300,11305,00019,023100,4.322080606269377,3,179
3011000075089300,5011000165047300,44,30110,00075,089300,50110,00165,047300,5.028301886792453,3,27
4148000690015300,5011000430002100,34,41480,00690,015300,50110,00430,002100,4.976168652612282,3,118
5013000731055200,4157000138072300,27,50130,00731,055200,41570,00138,072300,4.322080606269377,3,179
5013000818021200,2817000019060300,27,50130,00818,021200,28170,00019,060300,4.322080606269377,3,179
4721000353009200,5011000214011100,11,47210,00353,009200,50110,00214,011100,5.83125,3,70
