송하인_격자공간고유번호,수하인_격자공간고유번호,물품_카테고리,송하인_광역시,송하인_시군구,송하인_읍면동,송하인_리,송하인_기타,수하인_광역시,수하인_시군구,수하인_읍면동,수하인_리,수하인_기타
5011000224031300,4721000451013400,27,50,110,002,24,031300,47,210,004,51,013400
1138000029073100,5011000478092300,17,11,380,000,29,073100,50,110,004,78,092300
5011000078068400,4146500037038300,27,50,110,000,78,068400,41,465,000,37,038300
5013000859031200,4723000637094400,27,50,130,008,59,031200,47,230,006,37,094400
5013000124098400,4723000751048400,66,50,130,001,24,098400,47,230,007,51,048400
5013000571020200,3020000127061400,27,50,130,005,71,020200,30,200,001,27,061400
5013000778073200,1147000015024400,27,50,130,007,78,073200,11,470,000,15,024400
4148000690043300,5011000429043100,34,41,480,006,90,043300,50,110,004,29,043100
4148000687085300,5011000319021100,34,41,480,006,87,085300,50,110,003,19,021100
5011000685067100,2632000010099200,27,50,110,006,85,067100,26,320,000,10,099200
5011000137030100,4812300028047300,27,50,110,001,37,030100,48,123,000,28,047300
5013000845056400,4514000112083200,27,50,130,008,45,056400,45,140,001,12,083200
5013000780043400,4833000433025400,27,50,130,007,80,043400,48,330,004,33,025400
5011000437099200,4167000319093100,27,50,110,004,37,099200,41,670,003,19,093100
4127100048006400,5011000173096100,17,41,271,000,48,006400,50,110,001,73,096100
5013000731055200,1162000007027300,27,50,130,007,31,055200,11,620,000,07,027300
5013000731055200,4165000324091300,27,50,130,007,31,055200,41,650,003,24,091300
5011000228004400,4117300017043200,47,50,110,002,28,004400,41,173,000,17,043200
5011000137030100,4145000014022100,27,50,110,001,37,030100,41,450,000,14,022100
5011000078068400,1141000008075300,27,50,110,000,78,068400,11,410,000,08,075300
5011000315016300,4887000462025100,3,50,110,003,15,016300,48,870,004,62,025100
5013000735001200,4833000469014200,27,50,130,007,35,001200,48,330,004,69,014200
1117000009070100,5011000648017200,1,11,170,000,09,070100,50,110,006,48,017200
5011000137030100,4211000645042200,27,50,110,001,37,030100,42,110,006,45,042200
4427000366060200,5011000429004300,5,44,270,003,66,060200,50,110,004,29,004300
5011000310014300,4159000602075400,27,50,110,003,10,014300,41,590,006,02,075400
5011000374036400,4812100116077300,51,50,110,003,74,036400,48,121,001,16,077300
5013000909007400,4136000323096400,27,50,130,009,09,007400,41,360,003,23,096400
5011000626011200,4136000264009400,27,50,110,006,26,011200,41,360,002,64,009400
4157000306018300,5011000200094100,44,41,570,003,06,018300,50,110,002,00,094100
5011000078068400,4139000029003200,27,50,110,000,78,068400,41,390,000,29,003200
1174000025077100,5011000265096200,72,11,740,000,25,077100,50,110,002,65,096200
5011000265077200,1165000022012100,80,50,110,002,65,077200,11,650,000,22,012100
5013000571020200,4211000577005200,27,50,130,005,71,020200,42,110,005,77,005200
5011000378049100,4161000297073100,27,50,110,003,78,049100,41,610,002,97,073100
5011000137030100,2617000005019300,27,50,110,001,37,030100,26,170,000,05,019300
4679000218067400,5011000249003300,17,46,790,002,18,067400,50,110,002,49,003300
4165000741082400,5013000581064400,3,41,650,007,41,082400,50,130,005,81,064400
4159000429094300,5013000926069100,3,41,590,004,29,094300,50,130,009,26,069100
4139000139073300,5011000373020100,19,41,390,001,39,073300,50,110,003,73,020100
4159000429094300,5011000372009300,25,41,590,004,29,094300,50,110,003,72,009300
4511300060053300,5011000309057300,77,45,113,000,60,053300,50,110,003,09,057300
5013000622057100,3120000055014400,27,50,130,006,22,057100,31,200,000,55,014400
4281000596055400,5011000110076300,80,42,810,005,96,055400,50,110,001,10,076300
5013000610049100,1135000024037100,27,50,130,006,10,049100,11,350,000,24,037100
5013000832023400,3017000001025200,27,50,130,008,32,023400,30,170,000,01,025200
5011000486034400,3023000068031300,27,50,110,004,86,034400,30,230,000,68,031300
5013000777063100,4725000678033200,27,50,130,007,77,063100,47,250,006,78,033200
4148000690047300,5011000368009200,34,41,480,006,90,047300,50,110,003,68,009200
5011000595017300,3020000102098400,67,50,110,005,95,017300,30,200,001,02,098400
4161000402022400,5011000434029400,44,41,610,004,02,022400,50,110,004,34,029400
5011000437099200,1111000025086200,51,50,110,004,37,099200,11,110,000,25,086200
5011000367041300,4111500007092400,27,50,110,003,67,041300,41,115,000,07,092400
5011000224053100,3011000046059400,27,50,110,002,24,053100,30,110,000,46,059400
5011000213090100,3120000041067300,27,50,110,002,13,090100,31,200,000,41,067300
4157000306018300,5011000174004100,3,41,570,003,06,018300,50,110,001,74,004100
5011000424078200,2620000021065400,27,50,110,004,24,078200,26,200,000,21,065400
5011000078068400,4163000182072300,27,50,110,000,78,068400,41,630,001,82,072300
5013000821028200,4139000131026300,27,50,130,008,21,028200,41,390,001,31,026300
5013000906012100,1111000024042200,27,50,130,009,06,012100,11,110,000,24,042200
5011000078068400,2623000021029400,27,50,110,000,78,068400,26,230,000,21,029400
4159000388028200,5011000265032200,36,41,590,003,88,028200,50,110,002,65,032200
5011000316024300,4121000040052400,51,50,110,003,16,024300,41,210,000,40,052400
5011000314031200,2826000142055100,80,50,110,003,14,031200,28,260,001,42,055100
5011001070014400,4511100046034200,66,50,110,010,70,014400,45,111,000,46,034200
1165000003016400,5011000263045100,15,11,650,000,03,016400,50,110,002,63,045100
5011000375010100,2820000036050300,66,50,110,003,75,010100,28,200,000,36,050300
5011000435012100,4611000044100300,27,50,110,004,35,012100,46,110,000,44,100300
5013000945007300,4711100055093300,27,50,130,009,45,007300,47,111,000,55,093300
5011000078068400,4117300013056300,27,50,110,000,78,068400,41,173,000,13,056300
5011000378049100,4137000042056400,27,50,110,003,78,049100,41,370,000,42,056400
5011000224053100,4272001300021400,27,50,110,002,24,053100,42,720,013,00,021400
5011001076050400,1138000022021300,66,50,110,010,76,050400,11,380,000,22,021300
4141000031030100,5011000169068300,41,41,410,000,31,030100,50,110,001,69,068300
3017000063047400,5011000108086400,25,30,170,000,63,047400,50,110,001,08,086400
5011000078068400,4833000205047100,27,50,110,000,78,068400,48,330,002,05,047100
5011000199044400,4611000027053100,27,50,110,001,99,044400,46,110,000,27,053100
5013000777063100,4139000077094300,27,50,130,007,77,063100,41,390,000,77,094300
5011001076050400,4146500028030300,66,50,110,010,76,050400,41,465,000,28,030300
5013000170009200,4611000043017300,17,50,130,001,70,009200,46,110,000,43,017300
5011000685067100,1156000015059300,27,50,110,006,85,067100,11,560,000,15,059300
5013000824079400,4223000020093200,27,50,130,008,24,079400,42,230,000,20,093200
5013000765096400,1135000020017300,27,50,130,007,65,096400,11,350,000,20,017300
5013000267042300,1144000020028300,27,50,130,002,67,042300,11,440,000,20,028300
5011000424078200,4715000180070100,27,50,110,004,24,078200,47,150,001,80,070100
5013000909008300,3114000008073400,27,50,130,009,09,008300,31,140,000,08,073400
4146100242047200,5013000927086300,60,41,461,002,42,047200,50,130,009,27,086300
1130500025066400,5011000427035200,54,11,305,000,25,066400,50,110,004,27,035200
5011000078068400,2726000005029400,27,50,110,000,78,068400,27,260,000,05,029400
5011000685067100,2644000142087400,27,50,110,006,85,067100,26,440,001,42,087400
5011000137030100,2771000336031300,27,50,110,001,37,030100,27,710,003,36,031300
5011000199044400,5011000721077300,27,50,110,001,99,044400,50,110,007,21,077300
5011000078068400,1129000011080200,27,50,110,000,78,068400,11,290,000,11,080200
4822000139060100,5013000719010300,51,48,220,001,39,060100,50,130,007,19,010300
5011000374036400,4128100098039200,51,50,110,003,74,036400,41,281,000,98,039200
5011000078068400,4128100044055200,27,50,110,000,78,068400,41,281,000,44,055200
4157000306018300,5013000845021300,39,41,570,003,06,018300,50,130,008,45,021300
5011000572084100,4481000273068100,27,50,110,005,72,084100,44,810,002,73,068100
5013000926087300,1129000011004100,27,50,130,009,26,087300,11,290,000,11,004100
4146100238100100,5013000677079200,6,41,461,002,38,100100,50,130,006,77,079200
4141000031030100,5011000373038200,44,41,410,000,31,030100,50,110,003,73,038200
5011000168074100,5011000263067200,3,50,110,001,68,074100,50,110,002,63,067200
4157000306018300,5011000851091400,3,41,570,003,06,018300,50,110,008,51,091400
5013000610049100,4113500056009300,27,50,130,006,10,049100,41,135,000,56,009300
4155000173059100,5011000266059200,36,41,550,001,73,059100,50,110,002,66,059200
5011000078068400,2920000074066300,27,50,110,000,78,068400,29,200,000,74,066300
5013000511001200,4143000021012200,27,50,130,005,11,001200,41,430,000,21,012200
4111300010061100,5013000810073400,3,41,113,000,10,061100,50,130,008,10,073400
4148000699072200,5013000634055200,67,41,480,006,99,072200,50,130,006,34,055200
5011000263013100,3017000009024300,51,50,110,002,63,013100,30,170,000,09,024300
5011000326012100,4691000520002400,27,50,110,003,26,012100,46,910,005,20,002400
5013000610049100,1153000015054200,27,50,130,006,10,049100,11,530,000,15,054200
5013000610049100,4278000664015300,3,50,130,006,10,049100,42,780,006,64,015300
4128500028049400,5011000482013100,66,41,285,000,28,049400,50,110,004,82,013100
5013000731055200,3017000013085100,27,50,130,007,31,055200,30,170,000,13,085100
5011000078068400,2638000010043300,27,50,110,000,78,068400,26,380,000,10,043300
5013000732063300,4213000256049300,27,50,130,007,32,063300,42,130,002,56,049300
5013000610049100,2723000084092400,27,50,130,006,10,049100,27,230,000,84,092400
5011000078068400,4413300199044200,27,50,110,000,78,068400,44,133,001,99,044200
2729000029060300,5013000863041400,14,27,290,000,29,060300,50,130,008,63,041400
5013000610049100,2632000015080300,27,50,130,006,10,049100,26,320,000,15,080300
5011000316024300,4683000077048200,51,50,110,003,16,024300,46,830,000,77,048200
5011000272063400,2711000007099200,66,50,110,002,72,063400,27,110,000,07,099200
5011000137030100,4139000011080400,27,50,110,001,37,030100,41,390,000,11,080400
2824500048029400,5011000174039100,76,28,245,000,48,029400,50,110,001,74,039100
5011000078068400,4777000112013400,27,50,110,000,78,068400,47,770,001,12,013400
5013000582084100,4157000223057400,27,50,130,005,82,084100,41,570,002,23,057400
5013000610049100,4146100147088100,27,50,130,006,10,049100,41,461,001,47,088100
5011000582021400,1126000011081400,80,50,110,005,82,021400,11,260,000,11,081400
5011000324090300,4129000024025200,27,50,110,003,24,090300,41,290,000,24,025200
5013000845056400,4688000073008300,27,50,130,008,45,056400,46,880,000,73,008300
5013000699026100,2824500047014300,27,50,130,006,99,026100,28,245,000,47,014300
5013000771032200,4519000311015100,27,50,130,007,71,032200,45,190,003,11,015100
5011000375010100,4157000191098300,66,50,110,003,75,010100,41,570,001,91,098300
5011000435065400,4827000709032100,27,50,110,004,35,065400,48,270,007,09,032100
5011000137030100,4113500047032100,27,50,110,001,37,030100,41,135,000,47,032100
4141000031030100,5013000868031100,41,41,410,000,31,030100,50,130,008,68,031100
5013000731055200,1168000021010100,27,50,130,007,31,055200,11,680,000,21,010100
4514000248090300,5011000110051100,44,45,140,002,48,090300,50,110,001,10,051100
5011000168074100,5011000264015200,3,50,110,001,68,074100,50,110,002,64,015200
4148000699072200,5011000372039300,34,41,480,006,99,072200,50,110,003,72,039300
5011000078068400,4117300019030100,27,50,110,000,78,068400,41,173,000,19,030100
5011001001086300,4511100022031400,66,50,110,010,01,086300,45,111,000,22,031400
5011000078068400,1165000010017100,27,50,110,000,78,068400,11,650,000,10,017100
4817000492008200,5011000313096300,71,48,170,004,92,008200,50,110,003,13,096300
5011000213090100,1150000021084200,27,50,110,002,13,090100,11,500,000,21,084200
5013000610049100,2729000044071100,27,50,130,006,10,049100,27,290,000,44,071100
4148000626030400,5011000315087400,84,41,480,006,26,030400,50,110,003,15,087400
4148000699072200,5013000778095300,34,41,480,006,99,072200,50,130,007,78,095300
4148000589048400,5011000217058200,3,41,480,005,89,048400,50,110,002,17,058200
5013000735079200,1135000013098100,27,50,130,007,35,079200,11,350,000,13,098100
5011000078068400,3611000022040300,27,50,110,000,78,068400,36,110,000,22,040300
5011000078068400,4157000305073300,27,50,110,000,78,068400,41,570,003,05,073300
5011000437099200,4113300007078200,27,50,110,004,37,099200,41,133,000,07,078200
4159000429094300,5011000373044200,25,41,590,004,29,094300,50,110,003,73,044200
2635000035072100,5013000866045300,41,26,350,000,35,072100,50,130,008,66,045300
4148000690043300,5011000220066200,34,41,480,006,90,043300,50,110,002,20,066200
5011000437099200,4159000385080200,27,50,110,004,37,099200,41,590,003,85,080200
5013000620007400,4413300186014400,27,50,130,006,20,007400,44,133,001,86,014400
5011000110041300,4127100020092300,27,50,110,001,10,041300,41,271,000,20,092300
5013000610049100,4159000470023200,27,50,130,006,10,049100,41,590,004,70,023200
5011000502078400,2638000038072100,11,50,110,005,02,078400,26,380,000,38,072100
5011000078068400,4128100123080200,27,50,110,000,78,068400,41,281,001,23,080200
5011000632010200,4825000113072400,27,50,110,006,32,010200,48,250,001,13,072400
4157000306018300,5011000317061200,25,41,570,003,06,018300,50,110,003,17,061200
4161000199095400,5011000374012300,54,41,610,001,99,095400,50,110,003,74,012300
5011000525070400,4615000697037100,27,50,110,005,25,070400,46,150,006,97,037100
5013000731078100,1147000004007200,27,50,130,007,31,078100,11,470,000,04,007200
5011000213090100,4146100140072100,27,50,110,002,13,090100,41,461,001,40,072100
5013000610049100,1174000006082100,27,50,130,006,10,049100,11,740,000,06,082100
5011000220031300,1130500014047300,27,50,110,002,20,031300,11,305,000,14,047300
5013000768074300,4420000355059200,27,50,130,007,68,074300,44,200,003,55,059200
4148000690015300,5011000767040300,34,41,480,006,90,015300,50,110,007,67,040300
5013000821028200,4688000256064300,27,50,130,008,21,028200,46,880,002,56,064300
5013000610049100,2614000004077200,27,50,130,006,10,049100,26,140,000,04,077200
4150000199100200,5011000266060300,66,41,500,001,99,100200,50,110,002,66,060300
5011000078068400,4711100265006100,27,50,110,000,78,068400,47,111,002,65,006100
2826000141045400,5011000312074200,49,28,260,001,41,045400,50,110,003,12,074200
4159000429094300,5011000266048100,25,41,590,004,29,094300,50,110,002,66,048100
5013000818051200,2626000010008200,27,50,130,008,18,051200,26,260,000,10,008200
4141000031009400,5011000855021200,5,41,410,000,31,009400,50,110,008,55,021200
4514000436094200,5011000482013100,80,45,140,004,36,094200,50,110,004,82,013100
5011000137030100,1171000022016300,27,50,110,001,37,030100,11,710,000,22,016300
2917000020021200,5013000852054100,10,29,170,000,20,021200,50,130,008,52,054100
5011000078068400,4117300025038400,27,50,110,000,78,068400,41,173,000,25,038400
5011000436041400,3011000053045200,58,50,110,004,36,041400,30,110,000,53,045200
5013000009018200,1147000018048200,27,50,130,000,09,018200,11,470,000,18,048200
5013000733024100,4831000308092200,27,50,130,007,33,024100,48,310,003,08,092200
5013000692037200,2641000030073100,27,50,130,006,92,037200,26,410,000,30,073100
4122000023084400,5013000957072200,54,41,220,000,23,084400,50,130,009,57,072200
1117000009037100,5011000215047100,15,11,170,000,09,037100,50,110,002,15,047100
5013000731055200,4719000456077300,27,50,130,007,31,055200,47,190,004,56,077300
4148000690015300,5011000372003200,34,41,480,006,90,015300,50,110,003,72,003200
5013000777063100,2917000060003200,27,50,130,007,77,063100,29,170,000,60,003200
5013000926087300,1130500024005200,27,50,130,009,26,087300,11,305,000,24,005200
3023000053033100,5011000314087400,27,30,230,000,53,033100,50,110,003,14,087400
5011001054058100,2823700009053300,27,50,110,010,54,058100,28,237,000,09,053300
5011000078068400,1165000021038100,27,50,110,000,78,068400,11,650,000,21,038100
5013000731055200,1135000014038400,27,50,130,007,31,055200,11,350,000,14,038400
5011000137030100,1153000003040300,27,50,110,001,37,030100,11,530,000,03,040300
5011000535028300,4371000153071200,27,50,110,005,35,028300,43,710,001,53,071200
1174000016003300,5011000314089200,51,11,740,000,16,003300,50,110,003,14,089200
5013000825037400,2714000159090300,27,50,130,008,25,037400,27,140,001,59,090300
4148000589041200,5011000435053100,27,41,480,005,89,041200,50,110,004,35,053100
5011001116023200,4183000164093300,27,50,110,011,16,023200,41,830,001,64,093300
5013000610049100,4113500002004200,27,50,130,006,10,049100,41,135,000,02,004200
5013000610049100,4380000466057300,27,50,130,006,10,049100,43,800,004,66,057300
5013000862067200,4371000131069200,27,50,130,008,62,067200,43,710,001,31,069200
5011000213090100,4683000464062400,27,50,110,002,13,090100,46,830,004,64,062400
5013000610049100,4420000200059200,27,50,130,006,10,049100,44,200,002,00,059200
5011000137030100,1126000002010300,27,50,110,001,37,030100,11,260,000,02,010300
5011000078068400,2635000027036400,27,50,110,000,78,068400,26,350,000,27,036400
5013000637036200,4146500033093200,27,50,130,006,37,036200,41,465,000,33,093200
5011000183026200,4111300023096200,27,50,110,001,83,026200,41,113,000,23,096200
5011000213090100,4163000133081200,27,50,110,002,13,090100,41,630,001,33,081200
5011001116066400,4785000362093100,27,50,110,011,16,066400,47,850,003,62,093100
5011000569088100,4514000378064400,27,50,110,005,69,088100,45,140,003,78,064400
5013000858054200,2820000050082200,27,50,130,008,58,054200,28,200,000,50,082200
4371000137070400,5011000438082100,66,43,710,001,37,070400,50,110,004,38,082100
5011000685067100,3023000070084400,27,50,110,006,85,067100,30,230,000,70,084400
4148000690015300,5011000430007300,34,41,480,006,90,015300,50,110,004,30,007300
5013000821028200,4146300073065300,27,50,130,008,21,028200,41,463,000,73,065300
5013000571016300,4159000303007200,27,50,130,005,71,016300,41,590,003,03,007200
5013000859031200,3114000044029200,27,50,130,008,59,031200,31,140,000,44,029200
5013000044016100,2917000080062300,27,50,130,000,44,016100,29,170,000,80,062300
5011000264026100,5011000372026100,73,50,110,002,64,026100,50,110,003,72,026100
5011000216012300,3111000031017200,27,50,110,002,16,012300,31,110,000,31,017200
5013000571005200,4155000421063200,27,50,130,005,71,005200,41,550,004,21,063200
5013000043028400,4613000340094200,27,50,130,000,43,028400,46,130,003,40,094200
5013000733051400,4413100157079100,27,50,130,007,33,051400,44,131,001,57,079100
2717000014030300,5011000219068200,66,27,170,000,14,030300,50,110,002,19,068200
5011000137030100,4729000209068400,27,50,110,001,37,030100,47,290,002,09,068400
5013000691060200,2726000024071400,27,50,130,006,91,060200,27,260,000,24,071400
4148000690015300,5011000174023400,34,41,480,006,90,015300,50,110,001,74,023400
5013000827001200,4371000401090100,27,50,130,008,27,001200,43,710,004,01,090100
5013000731055200,4159000077059300,27,50,130,007,31,055200,41,590,000,77,059300
5011001027008200,2723000084023300,27,50,110,010,27,008200,27,230,000,84,023300
5011000213090100,4812500192019400,3,50,110,002,13,090100,48,125,001,92,019400
5013000777063100,2638000015031300,27,50,130,007,77,063100,26,380,000,15,031300
4311300002063400,5011000373098100,34,43,113,000,02,063400,50,110,003,73,098100
5011000168080300,4617000134087300,66,50,110,001,68,080300,46,170,001,34,087300
5013000735022300,4277000744014300,27,50,130,007,35,022300,42,770,007,44,014300
5011000374036400,1135000016021200,51,50,110,003,74,036400,11,350,000,16,021200
5011000685067100,4678000453020100,27,50,110,006,85,067100,46,780,004,53,020100
5011000078068400,2915500013029200,27,50,110,000,78,068400,29,155,000,13,029200
5011000078068400,4146500026002400,27,50,110,000,78,068400,41,465,000,26,002400
5011001108036200,4119700005049300,27,50,110,011,08,036200,41,197,000,05,049300
5011000570054300,4272001313015300,25,50,110,005,70,054300,42,720,013,13,015300
5011000373086200,1162000010063200,66,50,110,003,73,086200,11,620,000,10,063200
5011000078068400,2811000058081200,27,50,110,000,78,068400,28,110,000,58,081200
5013000688065200,4311100022094300,66,50,130,006,88,065200,43,111,000,22,094300
4213000280087300,5011000215073100,3,42,130,002,80,087300,50,110,002,15,073100
5013000731055200,4514000399018100,27,50,130,007,31,055200,45,140,003,99,018100
4141000031030100,5011000217024200,38,41,410,000,31,030100,50,110,002,17,024200
5011000595017300,1135000032018100,67,50,110,005,95,017300,11,350,000,32,018100
5011000226090200,1147000010086200,27,50,110,002,26,090200,11,470,000,10,086200
5013000822001100,4148000663017100,50,50,130,008,22,001100,41,480,006,63,017100
5011000112080100,1156000012052200,17,50,110,001,12,080100,11,560,000,12,052200
2826000136013300,5013000527087300,84,28,260,001,36,013300,50,130,005,27,087300
4377000208066200,5013000808056400,8,43,770,002,08,066200,50,130,008,08,056400
5013000765096400,2914000017029300,27,50,130,007,65,096400,29,140,000,17,029300
4413100296077200,5011000373088300,93,44,131,002,96,077200,50,110,003,73,088300
2650000011087300,5011000929087100,17,26,500,000,11,087300,50,110,009,29,087100
5013000732073200,1171000007100300,27,50,130,007,32,073200,11,710,000,07,100300
4161000402049200,5011000214031400,5,41,610,004,02,049200,50,110,002,14,031400
4148000663017100,5011000315093200,50,41,480,006,63,017100,50,110,003,15,093200
4157000177095200,5011000509014100,44,41,570,001,77,095200,50,110,005,09,014100
4119500014004400,5011000315043400,89,41,195,000,14,004400,50,110,003,15,043400
4150000196034300,5011000314062200,29,41,500,001,96,034300,50,110,003,14,062200
4311300043064300,5011000314079400,19,43,113,000,43,064300,50,110,003,14,079400
5013000814092300,4111700007031200,27,50,130,008,14,092300,41,117,000,07,031200
2826000140091200,5011000372023200,77,28,260,001,40,091200,50,110,003,72,023200
5011000078068400,3114000037013300,27,50,110,000,78,068400,31,140,000,37,013300
5013000622057100,2820000012037100,27,50,130,006,22,057100,28,200,000,12,037100
5011000078068400,2623000025050200,27,50,110,000,78,068400,26,230,000,25,050200
5013000777063100,1165000011014200,27,50,130,007,77,063100,11,650,000,11,014200
1114000003033100,5011000332046300,33,11,140,000,03,033100,50,110,003,32,046300
5011000078068400,4122000314076200,27,50,110,000,78,068400,41,220,003,14,076200
5011000429098400,4111100034049300,27,50,110,004,29,098400,41,111,000,34,049300
5013000731055200,4119700012060100,27,50,130,007,31,055200,41,197,000,12,060100
5013000731055200,3120000044007100,27,50,130,007,31,055200,31,200,000,44,007100
4137000019060200,5011000168071400,90,41,370,000,19,060200,50,110,001,68,071400
5013000616057100,4115000048037300,27,50,130,006,16,057100,41,150,000,48,037300
4159000429094300,5013000926093300,3,41,590,004,29,094300,50,130,009,26,093300
5011000767075300,4117300011063200,80,50,110,007,67,075300,41,173,000,11,063200
5013000821028200,4887000450100200,27,50,130,008,21,028200,48,870,004,50,100200
5013000776084200,4579000370016300,27,50,130,007,76,084200,45,790,003,70,016300
5011000530022100,4680000319034300,80,50,110,005,30,022100,46,800,003,19,034300
5013000731079400,4127300007057400,27,50,130,007,31,079400,41,273,000,07,057400
5013000778073200,4719000505085400,27,50,130,007,78,073200,47,190,005,05,085400
2638000017084400,5011000315062300,84,26,380,000,17,084400,50,110,003,15,062300
5013000732060300,1154500009092300,27,50,130,007,32,060300,11,545,000,09,092300
5013000731055200,4723000638085400,27,50,130,007,31,055200,47,230,006,38,085400
5011000437099200,4215000419015400,27,50,110,004,37,099200,42,150,004,19,015400
5011000078068400,4825000340073200,27,50,110,000,78,068400,48,250,003,40,073200
5013000673010300,4221000062003200,27,50,130,006,73,010300,42,210,000,62,003200
5011000109060400,3017000009075400,25,50,110,001,09,060400,30,170,000,09,075400
4148000690015300,5011000892047300,34,41,480,006,90,015300,50,110,008,92,047300
5013000733024100,1150000015040100,27,50,130,007,33,024100,11,500,000,15,040100
5011000374084100,4812100163030200,80,50,110,003,74,084100,48,121,001,63,030200
5011000078068400,1123000006018300,27,50,110,000,78,068400,11,230,000,06,018300
5013000610049100,1174000010048400,27,50,130,006,10,049100,11,740,000,10,048400
5011000316024300,4148000669062200,51,50,110,003,16,024300,41,480,006,69,062200
4148000690043300,5011000372045300,34,41,480,006,90,043300,50,110,003,72,045300
5011000137030100,2638000008088200,27,50,110,001,37,030100,26,380,000,08,088200
5013000821028200,4719000605099200,27,50,130,008,21,028200,47,190,006,05,099200
5011000685067100,4146300035002400,27,50,110,006,85,067100,41,463,000,35,002400
5011000137030100,4117300015094300,27,50,110,001,37,030100,41,173,000,15,094300
5011000534035100,4623000418005200,17,50,110,005,34,035100,46,230,004,18,005200
5013000610049100,4874000364051300,27,50,130,006,10,049100,48,740,003,64,051300
5013000777063100,4420000376021200,27,50,130,007,77,063100,44,200,003,76,021200
5011000367041300,3017000011033400,17,50,110,003,67,041300,30,170,000,11,033400
5013000622057100,2818500017009400,27,50,130,006,22,057100,28,185,000,17,009400
5013000778022200,2629000006100200,27,50,130,007,78,022200,26,290,000,06,100200
5013000821028200,1171000002003300,27,50,130,008,21,028200,11,710,000,02,003300
5011001001046400,4150000213056200,27,50,110,010,01,046400,41,500,002,13,056200
5013000622057100,4311300051084300,27,50,130,006,22,057100,43,113,000,51,084300
5013000823047200,4817000454088200,27,50,130,008,23,047200,48,170,004,54,088200
5013000821028200,4773000500006100,27,50,130,008,21,028200,47,730,005,00,006100
5013000909007400,4827000475010100,27,50,130,009,09,007400,48,270,004,75,010100
5011000078068400,2823700010062100,27,50,110,000,78,068400,28,237,000,10,062100
5013000866026400,5011000168096300,19,50,130,008,66,026400,50,110,001,68,096300
5013000610049100,1156000015046300,27,50,130,006,10,049100,11,560,000,15,046300
5011000437099200,4413300136047400,27,50,110,004,37,099200,44,133,001,36,047400
4159000429094300,5011000596012200,25,41,590,004,29,094300,50,110,005,96,012200
5013000205030200,4128500044031300,27,50,130,002,05,030200,41,285,000,44,031300
5011000313063200,4148000669082400,66,50,110,003,13,063200,41,480,006,69,082400
3020000149062400,5011000544072300,34,30,200,001,49,062400,50,110,005,44,072300
5011000078068400,4480000018033300,27,50,110,000,78,068400,44,800,000,18,033300
5011000137030100,1135000024095300,27,50,110,001,37,030100,11,350,000,24,095300
5011000213065200,2771000063083100,27,50,110,002,13,065200,27,710,000,63,083100
5011000078068400,2820000008059400,27,50,110,000,78,068400,28,200,000,08,059400
2635000020035400,5011000374034300,77,26,350,000,20,035400,50,110,003,74,034300
5013000916011300,4413100125006100,27,50,130,009,16,011300,44,131,001,25,006100
5013000704063400,4729000163076100,27,50,130,007,04,063400,47,290,001,63,076100
4159000429094300,5013000810064100,3,41,590,004,29,094300,50,130,008,10,064100
1111000024080100,5011000213061100,10,11,110,000,24,080100,50,110,002,13,061100
5011000429098400,4117100010094200,27,50,110,004,29,098400,41,171,000,10,094200
5013000513092400,4139000139021200,27,50,130,005,13,092400,41,390,001,39,021200
4163000088010200,5011000373042100,8,41,630,000,88,010200,50,110,003,73,042100
5011000078068400,3611000319048300,27,50,110,000,78,068400,36,110,003,19,048300
1126000002049100,5011000167059300,11,11,260,000,02,049100,50,110,001,67,059300
1135000009051200,5013000726009100,36,11,350,000,09,051200,50,130,007,26,009100
5013000732085200,4213000330084400,27,50,130,007,32,085200,42,130,003,30,084400
2650000006081400,5011000670041400,39,26,500,000,06,081400,50,110,006,70,041400
5013000778022200,4155000028011300,27,50,130,007,78,022200,41,550,000,28,011300
5011000078068400,4711300700086400,27,50,110,000,78,068400,47,113,007,00,086400
5011000320025200,4688000403097200,26,50,110,003,20,025200,46,880,004,03,097200
5011000595017300,1162000015082400,67,50,110,005,95,017300,11,620,000,15,082400
5013000692037200,1154500005077100,27,50,130,006,92,037200,11,545,000,05,077100
5013000777063100,1135000032031100,27,50,130,007,77,063100,11,350,000,32,031100
5011000137030100,4313000739086200,27,50,110,001,37,030100,43,130,007,39,086200
4159000429094300,5011000213057300,3,41,590,004,29,094300,50,110,002,13,057300
5013000777063100,2623000022066100,27,50,130,007,77,063100,26,230,000,22,066100
5011000437099200,4128500057071100,80,50,110,004,37,099200,41,285,000,57,071100
1153000017005200,5011000266060300,3,11,530,000,17,005200,50,110,002,66,060300
5013000610049100,2720000011040200,27,50,130,006,10,049100,27,200,000,11,040200
5013000692034400,1120000012090100,27,50,130,006,92,034400,11,200,000,12,090100
5011000078068400,1150000034057400,27,50,110,000,78,068400,11,500,000,34,057400
5011000259096100,4421000444033200,51,50,110,002,59,096100,44,210,004,44,033200
5011000316024300,4713000548096300,51,50,110,003,16,024300,47,130,005,48,096300
5011000424078200,4146300054031300,27,50,110,004,24,078200,41,463,000,54,031300
4148000690015300,5011000214053400,34,41,480,006,90,015300,50,110,002,14,053400
5011000685067100,4613000387068200,27,50,110,006,85,067100,46,130,003,87,068200
5011000078068400,2818500008085300,27,50,110,000,78,068400,28,185,000,08,085300
