gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month
0,0,1,1,135000.0,4,0,0,1,17489,7557,0,1,0,5,3.0,14.0
0,0,1,0,67500.0,1,4,1,1,23097,0,0,0,0,13,2.0,10.0
0,1,1,2,270000.0,0,1,1,1,13669,428,0,1,0,11,4.0,44.0
1,1,1,0,135000.0,4,4,1,1,14495,3505,0,1,0,9,2.0,8.0
1,1,1,0,225000.0,4,4,1,1,16086,320,0,1,0,9,2.0,6.0
0,0,1,0,180000.0,1,1,1,1,22595,0,0,1,0,13,2.0,1.0
0,1,0,2,135000.0,2,1,1,1,13495,2357,1,0,0,3,4.0,45.0
1,1,0,2,112500.0,4,1,1,1,16044,6693,1,1,0,7,4.0,40.0
1,0,0,0,112500.0,0,4,1,1,20154,5706,1,0,0,4,2.0,5.0
1,0,0,0,135000.0,4,4,3,1,9167,947,0,0,0,2,1.0,7.0
0,1,0,0,315000.0,0,1,1,1,19495,1678,0,1,0,0,2.0,26.0
1,1,0,2,225000.0,2,1,1,5,10937,1539,0,0,0,7,4.0,44.0
1,1,0,2,180000.0,0,1,1,1,10958,1945,1,1,0,16,4.0,33.0
1,1,1,1,360000.0,0,1,1,1,16537,410,0,1,1,9,3.0,47.0
1,1,0,1,193500.0,4,1,1,1,17932,3999,1,1,0,5,3.0,23.0
0,1,1,3,126000.0,4,1,1,1,15003,122,0,0,0,11,5.0,45.0
1,1,1,1,202500.0,4,4,1,1,15207,2102,1,1,0,4,3.0,43.0
1,1,1,0,270000.0,4,4,1,1,22234,1506,0,1,0,15,2.0,12.0
0,0,0,1,162000.0,0,1,1,1,17175,9508,0,0,0,3,3.0,44.0
0,0,1,0,94500.0,1,4,4,1,24302,0,0,0,0,13,1.0,2.0
1,1,0,2,225000.0,0,4,1,1,14636,3850,0,0,0,5,4.0,37.0
0,0,0,0,81000.0,1,4,1,1,20145,0,0,0,0,13,2.0,53.0
0,0,1,0,630000.0,4,1,2,1,22001,1539,1,1,0,0,1.0,13.0
1,1,0,1,225000.0,4,4,1,1,14342,127,0,0,0,4,3.0,21.0
0,0,0,0,103500.0,4,1,1,1,15989,6640,1,1,0,5,2.0,15.0
0,0,1,0,450000.0,4,4,1,1,21480,4660,1,0,0,5,2.0,24.0
0,0,1,0,126000.0,0,4,4,1,20161,1100,1,1,0,2,1.0,27.0
0,0,1,2,202500.0,4,4,1,1,15792,6237,1,1,0,12,4.0,7.0
0,0,1,0,180000.0,1,4,3,1,23431,0,0,0,0,13,1.0,12.0
1,1,1,2,243000.0,1,1,1,3,19629,0,0,0,0,13,4.0,33.0
0,1,1,1,202500.0,2,4,0,1,12337,458,0,0,0,2,3.0,5.0
0,1,1,0,90000.0,4,4,1,1,19084,128,1,0,0,9,2.0,0.0
1,0,0,0,225000.0,4,4,3,0,11762,293,0,0,0,9,1.0,16.0
0,0,1,0,202500.0,4,4,3,1,16278,2712,1,1,0,5,1.0,25.0
0,1,1,0,450000.0,0,1,1,1,15271,2470,0,1,0,11,2.0,7.0
0,0,0,0,234000.0,2,1,0,1,21967,5215,0,0,1,3,2.0,50.0
0,0,0,0,54000.0,4,4,0,1,14415,1801,1,0,0,9,2.0,41.0
0,1,1,0,90000.0,0,4,1,1,14116,2269,0,0,0,12,2.0,26.0
0,0,1,1,225000.0,0,1,3,1,12008,138,0,0,0,16,2.0,3.0
0,1,1,0,153000.0,4,4,1,1,19503,10147,0,0,1,7,2.0,8.0
0,0,0,0,157500.0,0,1,2,5,15737,432,0,0,0,5,1.0,43.0
1,1,0,0,135000.0,4,4,3,1,18010,2811,1,0,0,9,1.0,31.0
0,0,1,1,112500.0,4,4,0,1,13541,3427,0,0,0,3,3.0,11.0
1,0,1,0,135000.0,0,4,1,1,23093,659,1,0,0,18,2.0,24.0
0,1,0,0,180000.0,4,4,1,5,12134,200,0,1,0,5,2.0,28.0
0,0,1,0,157500.0,4,1,2,1,17618,3748,0,0,0,5,1.0,44.0
0,0,1,0,135000.0,1,4,1,1,21579,0,0,0,0,13,2.0,3.0
1,1,1,0,450000.0,0,1,2,1,16169,855,1,1,0,5,1.0,18.0
0,1,1,0,121500.0,4,4,1,1,10014,1386,0,0,0,12,2.0,44.0
0,1,0,1,76500.0,1,4,1,2,21583,0,0,1,0,13,3.0,29.0
1,1,1,0,112500.0,4,4,3,1,16975,2504,0,1,1,9,1.0,4.0
0,0,1,0,202500.0,1,1,1,1,21148,0,0,1,0,13,2.0,15.0
0,1,1,2,67500.0,2,1,1,1,11831,3778,1,1,0,3,4.0,25.0
0,0,0,0,67500.0,4,4,1,1,15161,2087,1,0,0,16,2.0,47.0
0,1,1,2,112500.0,4,4,1,1,11884,1161,0,0,0,1,4.0,21.0
0,1,0,0,270000.0,0,4,1,1,14775,498,0,0,0,11,2.0,31.0
0,0,1,0,180000.0,1,4,4,1,23006,0,0,1,0,13,1.0,8.0
0,1,0,0,117000.0,1,4,0,1,21585,0,0,1,0,13,2.0,13.0
0,0,1,0,117000.0,1,4,2,1,24023,0,0,1,0,13,1.0,9.0
0,0,1,0,180000.0,4,4,3,1,19421,2017,0,0,0,5,1.0,3.0
0,1,1,1,112500.0,0,4,2,1,12896,709,0,0,0,5,2.0,9.0
0,0,0,1,103500.0,4,4,1,1,11720,1191,0,0,0,16,3.0,4.0
0,0,1,0,60750.0,1,1,1,1,19813,0,0,1,0,13,2.0,33.0
0,1,1,0,135000.0,1,4,1,1,20152,0,0,1,0,13,2.0,9.0
0,0,1,0,225000.0,1,4,4,1,20692,0,0,1,0,13,1.0,28.0
1,1,0,0,157500.0,1,4,1,1,23641,0,0,0,0,13,2.0,34.0
0,0,1,0,157500.0,2,4,0,1,14450,634,0,0,0,5,2.0,2.0
1,1,1,0,315000.0,0,4,1,1,21871,979,0,0,0,4,2.0,46.0
0,0,0,0,112500.0,1,4,3,1,22120,0,0,0,0,13,1.0,30.0
0,0,1,1,135000.0,0,4,0,1,10765,2196,0,0,1,5,3.0,25.0
1,1,0,0,225000.0,0,4,3,1,17473,2631,0,0,0,11,1.0,21.0
0,1,1,0,180000.0,4,4,0,1,15537,7218,0,0,0,5,2.0,4.0
0,0,0,1,135000.0,0,4,1,5,13689,1172,0,0,0,16,3.0,33.0
1,1,0,0,225000.0,4,4,1,1,9479,1143,0,0,0,9,2.0,7.0
0,0,0,0,90000.0,4,4,3,2,10490,796,1,0,0,9,1.0,11.0
0,0,1,0,211500.0,1,4,1,1,22635,0,0,0,0,13,2.0,24.0
1,1,1,0,211500.0,0,4,1,1,13427,5237,1,0,0,5,2.0,10.0
0,1,1,0,247500.0,0,4,1,1,17958,2515,0,0,0,4,2.0,44.0
1,0,1,0,225000.0,4,1,3,1,14753,1965,0,0,0,18,1.0,51.0
0,0,0,0,90000.0,4,4,1,1,19993,181,0,1,0,16,2.0,11.0
0,0,0,1,202500.0,4,1,1,1,16391,2014,1,0,0,5,3.0,44.0
1,1,0,1,405000.0,2,4,1,1,14166,2404,0,0,0,12,3.0,41.0
0,1,0,0,315000.0,0,2,1,5,9187,116,1,0,0,3,2.0,32.0
0,1,0,1,337500.0,4,1,1,1,10542,2607,0,0,0,5,3.0,8.0
0,0,0,0,135000.0,0,4,1,1,17614,4219,0,0,0,16,2.0,50.0
0,0,1,0,32400.0,2,4,1,1,19200,5637,0,0,0,11,2.0,16.0
0,0,0,0,207000.0,4,4,1,1,14690,5064,0,0,0,5,2.0,25.0
0,1,0,0,180000.0,0,4,2,1,15351,6790,0,0,0,3,1.0,55.0
0,0,0,0,90000.0,4,4,1,1,10957,1214,0,0,0,2,2.0,5.0
1,1,0,0,225000.0,4,4,1,1,9479,1143,0,0,0,9,2.0,9.0
0,1,0,1,157500.0,4,1,1,1,9697,257,0,0,0,16,3.0,39.0
0,0,1,0,90000.0,1,4,0,1,20032,0,0,0,0,13,2.0,39.0
1,0,1,0,135000.0,4,4,1,1,13826,7128,0,0,0,9,2.0,12.0
0,0,1,0,495000.0,1,4,4,1,21596,0,0,1,0,13,1.0,18.0
0,0,0,0,247500.0,2,1,1,1,11696,2905,0,0,0,3,2.0,24.0
1,0,1,0,405000.0,0,1,1,1,16367,2147,0,1,0,4,2.0,34.0
0,0,1,0,112500.0,1,4,1,1,18666,0,0,1,0,13,2.0,7.0
0,0,0,0,135000.0,4,4,1,1,18757,2057,0,0,0,3,2.0,54.0
0,0,0,1,157500.0,4,4,1,1,10087,2908,1,1,0,16,3.0,20.0
1,0,1,0,135000.0,4,4,1,1,13826,7128,0,0,0,9,2.0,16.0
0,0,0,1,112500.0,4,4,0,1,14788,2661,1,1,0,3,3.0,11.0
0,0,1,0,135000.0,0,4,1,1,17877,1860,0,0,0,9,2.0,5.0
0,0,1,2,72000.0,4,4,1,1,13985,2341,0,0,0,16,4.0,37.0
0,1,0,0,112500.0,1,4,1,1,22346,0,0,0,0,13,2.0,35.0
1,0,1,0,211500.0,4,4,1,1,9315,1831,0,1,0,16,2.0,18.0
0,0,1,0,180000.0,4,4,0,1,17024,1799,0,0,0,2,2.0,19.0
0,0,1,0,225000.0,0,1,4,1,21594,11693,1,1,0,9,1.0,33.0
0,0,0,2,135000.0,2,2,1,5,11637,2285,1,1,0,3,4.0,38.0
0,0,1,0,315000.0,1,4,4,1,22854,0,0,1,0,13,1.0,2.0
0,1,1,0,225000.0,0,1,3,5,9690,1193,0,0,0,3,1.0,29.0
0,0,0,0,135000.0,4,4,1,1,11004,1570,0,0,0,14,2.0,10.0
1,0,1,1,180000.0,4,4,3,1,12947,137,0,0,0,9,2.0,51.0
1,0,1,1,135000.0,4,1,1,1,13438,3679,0,0,0,5,3.0,11.0
0,0,1,0,135000.0,1,4,1,1,21358,0,0,0,0,13,2.0,45.0
0,0,1,1,166500.0,4,4,1,1,20208,8033,0,1,0,5,3.0,42.0
1,1,1,2,216000.0,2,1,1,1,11121,2565,0,0,0,7,4.0,22.0
0,0,0,1,90000.0,1,4,1,1,9861,0,0,0,0,13,3.0,23.0
0,0,1,0,112500.0,1,4,1,1,21074,0,0,0,0,13,2.0,48.0
0,0,1,1,225000.0,0,1,3,1,15926,3327,0,0,0,5,2.0,57.0
1,1,0,0,166500.0,4,1,1,5,10435,1713,1,0,0,3,2.0,4.0
0,0,1,0,180000.0,1,4,1,1,21827,0,0,0,0,13,2.0,18.0
1,0,0,3,135000.0,4,4,1,5,11757,658,0,0,0,9,5.0,28.0
0,1,1,2,225000.0,2,1,1,1,14731,4617,0,0,0,12,4.0,8.0
1,1,1,0,315000.0,4,2,1,1,15975,2417,0,1,0,11,2.0,16.0
0,0,0,1,112500.0,0,1,2,1,14648,2833,1,0,0,14,2.0,36.0
0,0,1,1,180000.0,4,2,1,1,8433,750,0,0,0,5,3.0,18.0
0,0,1,3,202500.0,4,2,1,0,15815,8535,0,1,1,12,5.0,58.0
0,0,1,0,135000.0,4,4,2,1,16269,1358,0,0,0,16,1.0,6.0
0,0,0,0,135000.0,4,2,3,4,11448,1982,0,0,0,0,1.0,32.0
0,0,0,0,85500.0,1,4,2,1,24082,0,0,1,0,13,1.0,31.0
0,0,1,0,112500.0,1,3,1,1,24821,0,0,0,0,13,2.0,45.0
0,0,1,0,225000.0,4,4,1,1,17375,3759,0,0,0,5,2.0,0.0
1,0,1,0,225000.0,1,4,3,1,9614,0,0,0,0,13,1.0,23.0
0,0,1,0,135000.0,1,4,1,1,21647,0,0,0,0,13,2.0,54.0
0,0,1,0,90000.0,1,4,1,1,22123,0,0,0,1,13,2.0,12.0
0,0,0,1,112500.0,2,4,3,1,15964,7591,0,0,0,3,2.0,12.0
0,0,0,0,171000.0,2,4,3,1,19570,1625,0,0,0,9,1.0,27.0
0,0,0,0,450000.0,4,4,1,1,18826,686,0,0,0,9,2.0,45.0
0,0,1,0,103500.0,4,4,1,1,22466,12870,1,1,0,11,2.0,4.0
0,0,0,0,270000.0,0,4,1,2,12819,563,0,0,0,11,2.0,4.0
1,0,0,0,234000.0,4,2,1,1,13923,2290,1,1,0,4,2.0,20.0
1,0,1,0,99000.0,1,4,1,1,24742,0,0,0,0,13,2.0,41.0
1,0,1,0,315000.0,4,4,1,1,19686,1131,0,0,0,9,2.0,34.0
0,0,1,0,112500.0,4,1,1,1,11432,820,1,0,0,3,2.0,10.0
0,1,0,1,202500.0,4,1,1,4,9510,2878,0,0,0,9,3.0,49.0
1,1,0,0,360000.0,4,1,1,1,16379,1033,1,0,0,7,2.0,15.0
0,1,1,0,180000.0,0,4,1,1,18667,2150,1,0,0,11,2.0,31.0
0,0,0,0,117000.0,4,4,0,1,15424,6801,0,0,0,11,2.0,7.0
1,0,0,3,126000.0,4,4,0,5,12072,1422,0,0,1,5,5.0,24.0
0,0,1,0,99000.0,4,4,2,1,18068,8870,0,0,0,12,1.0,30.0
0,0,1,0,247500.0,0,4,3,1,13810,1252,0,1,0,14,1.0,24.0
0,0,0,0,135000.0,1,1,3,1,21089,0,0,1,0,13,1.0,27.0
0,1,1,1,270000.0,0,4,1,1,13865,1682,0,1,0,16,3.0,26.0
0,0,1,0,112500.0,4,2,3,4,8347,1598,0,0,0,9,1.0,27.0
0,0,0,1,67500.0,4,1,1,5,10935,455,1,0,0,16,3.0,11.0
1,0,0,1,135000.0,4,4,1,2,14534,6652,0,0,0,9,3.0,39.0
1,1,1,2,225000.0,4,4,1,1,10796,2531,1,0,0,9,4.0,26.0
0,0,1,0,157500.0,0,4,4,1,16873,1626,0,0,0,3,1.0,5.0
1,0,0,1,270000.0,4,4,1,1,9943,554,1,0,0,11,3.0,22.0
0,0,1,1,180000.0,4,4,3,2,10740,1298,0,0,0,9,2.0,22.0
1,1,1,1,225000.0,4,4,1,1,17398,458,0,0,0,4,3.0,35.0
1,0,1,1,202500.0,2,4,1,1,9876,430,0,0,0,14,3.0,37.0
0,1,1,0,135000.0,0,1,0,1,13114,1812,0,0,1,12,2.0,0.0
1,1,1,1,225000.0,2,4,1,1,11695,3929,1,0,0,9,3.0,38.0
0,0,1,0,126000.0,1,4,4,1,24387,0,0,0,0,13,1.0,47.0
1,1,1,0,157500.0,4,4,1,1,19452,3017,0,1,0,9,2.0,1.0
0,0,0,0,157500.0,1,4,3,2,21471,0,0,0,0,13,1.0,2.0
0,0,1,2,135000.0,4,4,2,1,14874,2407,0,0,0,3,3.0,35.0
0,0,1,0,202500.0,4,4,1,1,22318,565,0,0,0,1,2.0,42.0
1,1,1,0,270000.0,4,4,3,1,13805,1557,0,0,0,9,1.0,0.0
0,0,0,0,144000.0,1,3,4,2,21675,0,0,0,0,13,1.0,14.0
0,0,1,1,135000.0,4,4,1,4,14496,4206,0,0,0,12,3.0,20.0
0,0,1,1,337500.0,4,4,0,1,17738,4710,1,1,0,9,3.0,43.0
0,0,1,0,112500.0,1,4,1,1,22319,0,0,0,0,13,2.0,49.0
1,0,1,0,180000.0,4,4,1,1,10049,1405,0,0,1,16,2.0,24.0
1,1,0,1,202500.0,4,4,1,5,11942,3638,0,1,0,16,3.0,29.0
1,1,0,0,180000.0,4,4,1,2,18809,1416,1,0,0,4,2.0,54.0
1,0,0,0,180000.0,4,1,1,1,14972,1063,0,0,0,3,2.0,1.0
0,0,1,0,112500.0,2,4,1,1,17493,3694,0,0,1,12,2.0,32.0
0,0,1,0,67500.0,1,4,4,1,22116,0,0,0,0,13,1.0,39.0
0,1,0,0,247500.0,4,1,1,1,15858,1801,1,0,0,9,2.0,13.0
0,1,1,0,108000.0,1,4,1,1,21361,0,0,0,0,13,2.0,43.0
0,0,1,1,135000.0,0,2,1,1,9734,2049,1,1,1,3,3.0,42.0
1,1,0,2,225000.0,4,4,1,1,14136,2628,1,0,0,11,4.0,43.0
1,0,1,0,114750.0,1,4,2,1,21268,0,0,0,0,13,1.0,3.0
0,0,0,1,292500.0,4,2,1,1,12454,4030,1,1,0,16,3.0,9.0
0,0,1,0,297000.0,0,4,3,4,15519,3234,0,0,0,9,1.0,4.0
0,0,0,0,67500.0,1,4,2,1,21516,0,0,0,0,13,1.0,42.0
1,1,1,1,315000.0,4,4,1,1,20302,973,0,0,0,4,3.0,13.0
0,0,1,0,67500.0,1,4,1,1,21500,0,0,0,0,13,2.0,33.0
0,0,1,0,157500.0,4,4,3,1,10809,1222,0,0,0,17,1.0,2.0
0,0,1,0,157500.0,4,4,2,1,19097,674,0,0,0,3,1.0,34.0
1,1,0,0,157500.0,2,4,2,1,19050,460,1,0,0,9,1.0,41.0
0,1,0,0,202500.0,2,4,1,1,19598,11940,0,1,0,12,2.0,22.0
1,0,0,0,315000.0,1,1,0,1,23638,0,0,1,0,13,2.0,11.0
0,0,1,0,90000.0,1,4,3,1,22062,0,0,1,0,13,1.0,44.0
1,1,1,0,126000.0,4,4,1,1,19286,3489,1,0,0,18,2.0,39.0
1,1,0,0,90000.0,0,4,0,1,21997,2538,1,1,0,18,2.0,6.0
0,0,1,1,216000.0,4,1,3,1,10512,1782,0,1,0,3,2.0,18.0
0,0,1,0,180000.0,2,1,1,1,16131,2133,1,0,0,3,2.0,32.0
0,1,1,0,180000.0,0,1,3,1,15161,7140,0,0,0,3,1.0,53.0
0,0,0,0,202500.0,4,1,1,1,16100,4939,0,1,0,3,2.0,32.0
0,0,1,1,157500.0,0,4,4,1,19191,5057,0,0,0,11,2.0,47.0
0,0,1,0,202500.0,2,4,1,1,20063,1907,0,0,0,9,2.0,6.0
0,0,1,1,225000.0,4,4,1,1,15256,8664,0,0,0,11,3.0,18.0
1,1,1,0,135000.0,4,4,3,1,10386,412,1,0,0,5,1.0,8.0
0,0,1,0,180000.0,4,4,3,1,14279,2939,0,0,0,16,1.0,30.0
0,0,1,0,360000.0,1,1,1,1,22295,0,0,0,0,13,2.0,22.0
0,1,1,0,270000.0,4,1,1,1,20643,6456,0,0,1,3,2.0,20.0
0,0,1,1,225000.0,4,1,1,1,11549,1086,0,0,0,4,3.0,9.0
1,1,0,2,157500.0,4,4,1,1,14842,5189,0,1,0,4,4.0,54.0
0,0,0,0,198000.0,0,4,0,1,18813,9748,0,0,0,9,2.0,35.0
0,0,1,0,180000.0,4,4,3,1,14279,2939,0,0,0,16,1.0,30.0
0,1,1,0,292500.0,0,4,1,1,15375,3200,0,0,1,9,2.0,39.0
0,1,1,1,112500.0,4,1,3,1,13896,344,0,0,0,2,2.0,27.0
0,0,1,0,27000.0,4,4,1,1,19128,1323,1,0,0,18,2.0,28.0
0,0,0,0,202500.0,4,1,1,1,19271,4839,0,0,1,3,2.0,53.0
0,0,0,0,450000.0,4,4,1,1,18826,686,0,0,0,9,2.0,12.0
1,1,1,2,225000.0,4,4,1,4,12997,5469,0,0,0,5,4.0,3.0
0,0,1,2,180000.0,0,4,1,1,12821,5657,0,0,0,9,4.0,22.0
0,1,0,0,180000.0,0,1,3,1,10132,1108,1,0,1,3,1.0,38.0
1,1,1,0,360000.0,4,1,1,1,19958,7465,0,0,0,9,2.0,25.0
0,0,0,0,157500.0,4,4,1,1,18447,4632,1,1,0,2,2.0,44.0
0,0,1,0,135000.0,0,4,1,1,17733,2362,0,0,0,18,2.0,55.0
1,1,0,2,180000.0,0,1,1,1,10958,1945,1,1,0,16,4.0,10.0
0,0,0,0,135000.0,4,4,1,1,17710,3854,0,0,0,5,2.0,16.0
1,0,0,1,112500.0,4,4,0,1,17862,523,0,0,0,9,3.0,1.0
1,1,1,2,180000.0,4,4,1,1,16032,1221,0,0,0,4,4.0,33.0
0,0,0,0,292500.0,2,4,1,1,20953,8684,1,1,0,0,2.0,45.0
0,0,0,0,135000.0,4,4,1,1,17799,2228,0,0,0,5,2.0,5.0
0,0,0,0,157500.0,0,4,1,1,17366,3080,0,0,0,3,2.0,10.0
0,0,1,0,112500.0,0,4,3,1,12849,6273,1,0,0,16,1.0,22.0
0,0,0,0,122400.0,4,4,1,1,20952,1155,1,0,1,12,2.0,34.0
0,0,0,0,202500.0,4,1,1,1,16100,4939,0,1,0,3,2.0,53.0
0,0,1,2,225000.0,4,1,1,0,15377,341,0,0,0,9,4.0,40.0
1,1,1,1,270000.0,0,4,1,1,15167,2162,0,0,0,4,3.0,6.0
0,0,1,2,126000.0,4,4,1,1,10020,1587,1,1,0,16,4.0,33.0
0,1,1,0,112500.0,4,4,3,5,9181,320,0,0,0,12,1.0,3.0
0,0,1,0,135000.0,1,2,2,1,20388,0,0,0,0,13,1.0,2.0
0,0,1,1,67500.0,4,4,2,1,11126,2087,1,1,0,0,2.0,6.0
0,0,1,0,202500.0,4,4,1,1,16227,4854,0,0,0,16,2.0,54.0
0,1,0,0,180000.0,4,4,1,5,12134,200,0,1,0,5,2.0,14.0
0,0,0,0,135000.0,0,4,1,1,17614,4219,0,0,0,16,2.0,28.0
0,0,1,0,112500.0,4,1,1,1,14225,3170,0,1,0,9,2.0,34.0
0,0,0,0,157500.0,4,1,0,5,13231,201,0,0,0,0,2.0,3.0
0,0,1,0,90000.0,0,1,1,1,9006,793,0,0,1,16,2.0,2.0
1,0,0,2,216000.0,4,1,1,1,12559,4275,1,1,0,3,4.0,8.0
0,1,1,2,315000.0,2,4,1,1,12348,1220,0,0,0,11,4.0,14.0
0,1,1,1,157500.0,1,4,1,1,20661,0,0,1,0,13,3.0,18.0
0,1,0,0,315000.0,4,1,1,1,13592,3504,0,1,1,0,2.0,20.0
0,1,0,4,202500.0,2,4,1,1,14555,1838,1,0,0,3,6.0,35.0
0,0,0,1,202500.0,0,4,1,1,11447,3030,0,0,0,9,3.0,43.0
0,0,1,0,90000.0,1,4,3,1,22062,0,0,1,0,13,1.0,3.0
0,0,1,0,180000.0,4,4,1,1,18439,2758,0,0,0,9,2.0,39.0
0,0,1,0,135000.0,1,4,0,1,20907,0,0,0,0,13,2.0,22.0
0,0,1,2,135000.0,4,4,1,1,10924,679,1,0,0,5,4.0,5.0
0,0,1,0,103500.0,4,4,1,1,20292,1691,0,0,0,9,2.0,49.0
0,0,1,1,135000.0,4,1,1,1,13599,530,0,0,0,7,3.0,6.0
0,1,1,1,360000.0,4,1,1,1,11619,2475,0,0,0,5,3.0,45.0
0,0,1,1,175500.0,4,4,1,1,16704,132,1,0,0,1,3.0,7.0
1,0,1,0,135000.0,1,4,1,1,23286,0,0,0,0,13,2.0,22.0
1,0,1,0,90000.0,4,4,0,1,15140,1525,1,1,0,10,2.0,34.0
0,0,1,0,180000.0,0,4,1,1,15914,4354,0,1,0,16,2.0,25.0
0,0,0,0,135000.0,0,4,1,1,16989,3444,0,0,0,5,2.0,34.0
0,1,1,1,252000.0,4,4,0,1,14378,3100,1,1,0,16,3.0,51.0
0,1,1,0,157500.0,4,4,1,1,16712,2393,0,0,0,3,2.0,58.0
1,0,1,0,225000.0,0,1,3,1,14195,6881,0,0,0,9,1.0,26.0
0,0,0,0,157500.0,0,1,1,1,13642,4846,0,1,0,7,2.0,48.0
0,1,1,0,157500.0,1,3,1,1,21739,0,0,0,0,13,2.0,35.0
0,0,1,0,315000.0,4,1,1,1,13589,200,0,0,1,0,2.0,32.0
0,1,1,0,360000.0,0,4,1,1,23395,1288,0,1,0,19,2.0,56.0
0,0,1,2,90000.0,2,4,0,1,12724,2635,1,0,0,3,4.0,36.0
0,1,0,1,108000.0,0,1,1,1,16138,431,1,0,0,16,3.0,40.0
0,0,1,0,166500.0,1,4,1,1,22578,0,0,0,0,13,2.0,59.0
1,1,1,0,135000.0,4,4,1,1,12616,777,0,0,0,9,2.0,17.0
0,0,1,0,103500.0,1,4,4,1,21720,0,0,0,1,13,1.0,53.0
1,1,0,0,225000.0,4,4,1,3,15092,995,0,0,1,4,2.0,23.0
1,1,1,1,135000.0,0,4,1,1,10707,2564,0,1,0,9,3.0,6.0
0,0,1,2,270000.0,4,4,1,1,14197,1389,0,0,0,16,4.0,50.0
0,0,1,0,171000.0,4,4,1,1,15111,2019,1,1,0,16,2.0,54.0
0,0,0,2,180000.0,4,1,1,1,11905,1700,0,0,0,7,4.0,38.0
0,0,0,0,54000.0,1,4,3,1,20132,0,0,0,0,13,1.0,10.0
0,0,1,0,675000.0,4,4,1,1,17964,6594,0,0,1,5,2.0,17.0
0,0,1,3,37800.0,1,4,1,1,13014,0,0,0,0,13,5.0,14.0
1,1,0,2,378000.0,0,1,1,1,10722,1245,0,0,1,18,4.0,9.0
1,1,1,2,157500.0,0,4,1,1,10634,102,0,0,0,8,4.0,45.0
0,1,0,1,202500.0,4,1,1,1,10636,915,0,0,0,16,3.0,46.0
0,1,1,0,661500.0,0,1,1,1,20053,3422,0,0,0,0,2.0,18.0
0,1,1,0,180000.0,0,1,1,1,20165,6565,0,0,0,3,2.0,12.0
0,1,1,0,90000.0,0,4,1,1,14116,2269,0,0,0,12,2.0,28.0
0,1,1,0,225000.0,4,1,1,1,17402,3153,0,1,0,3,2.0,52.0
0,0,1,0,180000.0,4,1,1,1,15201,1845,1,1,0,3,2.0,9.0
1,1,1,0,180000.0,0,1,0,1,10338,969,0,1,1,3,2.0,12.0
1,1,1,0,225000.0,2,4,1,1,13718,3694,1,1,0,7,2.0,58.0
0,1,0,0,135000.0,1,4,1,1,20140,0,0,1,1,13,2.0,37.0
1,1,1,1,135000.0,4,2,1,1,11638,5009,0,1,0,9,3.0,15.0
1,1,1,0,247500.0,4,4,1,1,10952,3577,1,0,0,9,2.0,25.0
0,0,1,2,112500.0,4,4,1,1,12974,2379,0,0,0,9,4.0,38.0
0,0,1,0,135000.0,0,1,1,1,23122,3621,0,0,0,16,2.0,3.0
1,1,1,0,292500.0,0,4,3,5,9786,2559,0,1,0,9,2.0,11.0
1,1,1,0,180000.0,1,4,3,1,22426,0,0,0,0,13,1.0,23.0
0,0,1,1,292500.0,0,4,0,1,17781,9044,0,1,0,14,3.0,4.0
1,1,1,0,202500.0,4,4,1,1,14858,1109,0,0,0,9,2.0,10.0
0,0,1,0,112500.0,4,4,3,1,14166,1991,0,0,0,3,1.0,20.0
0,0,1,0,117000.0,1,4,1,1,24348,0,0,1,0,13,2.0,15.0
0,0,1,0,112500.0,1,3,1,1,24821,0,0,0,0,13,2.0,50.0
1,1,1,0,315000.0,0,1,1,1,21576,1022,0,0,0,4,2.0,27.0
1,0,1,1,225000.0,4,4,0,1,11183,320,1,1,0,4,3.0,25.0
0,0,1,3,126000.0,0,4,1,1,14566,1480,1,0,0,9,5.0,25.0
0,0,1,1,225000.0,0,1,1,1,15720,2569,0,1,0,11,3.0,55.0
0,0,1,0,247500.0,0,4,4,1,20147,3517,0,1,0,12,1.0,6.0
1,0,1,2,112500.0,4,4,1,1,11964,4280,0,0,0,9,4.0,30.0
0,0,1,0,202500.0,4,4,0,1,17347,4234,0,0,0,7,2.0,58.0
0,0,1,0,90000.0,2,4,4,1,17681,4369,0,0,0,12,1.0,7.0
0,1,0,0,270000.0,4,1,1,1,10569,565,0,1,0,16,2.0,23.0
0,0,1,0,129150.0,0,4,3,1,13742,2308,0,0,0,4,1.0,15.0
0,1,1,1,112500.0,0,4,1,1,13341,4235,0,0,0,0,3.0,25.0
0,0,1,0,112500.0,1,4,1,1,19709,0,0,0,0,13,2.0,46.0
0,0,1,2,157500.0,4,4,1,1,11209,737,0,1,0,16,4.0,45.0
1,0,0,0,157500.0,4,4,1,1,21261,405,0,0,0,18,2.0,26.0
0,0,0,1,76500.0,4,1,0,1,12506,495,1,0,0,0,3.0,58.0
1,1,1,0,180000.0,4,1,1,5,11089,1467,0,0,0,9,2.0,15.0
1,0,0,1,135000.0,0,4,1,1,11296,727,1,1,0,9,3.0,39.0
0,0,0,0,135000.0,1,4,3,1,23019,0,0,0,0,13,1.0,1.0
1,1,1,2,247500.0,4,4,1,1,10771,1351,0,0,0,9,4.0,22.0
1,0,1,0,148500.0,0,4,1,1,16788,1314,0,0,0,5,2.0,28.0
