gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,work_phone,phone,email,occyp_type,family_size,begin_month,credit
M,N,Y,1,81000.0,Working,Secondary / secondary special,Married,House / apartment,-12313,-1098,1,0,0,0,Laborers,3.0,0.0,1.0
F,N,Y,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16569,-517,1,0,0,0,Laborers,2.0,-35.0,2.0
F,N,Y,0,94500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24302,365243,1,0,0,0,,1.0,-2.0,0.0
M,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10182,-2403,1,0,0,0,Sales staff,1.0,-9.0,2.0
F,N,Y,2,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10806,-720,1,0,0,0,Managers,4.0,-55.0,2.0
F,N,N,1,292500.0,Working,Incomplete higher,Married,House / apartment,-12454,-4030,1,1,1,0,Sales staff,3.0,-24.0,2.0
M,Y,Y,0,135000.0,Working,Academic degree,Married,House / apartment,-22541,-195,1,0,1,0,,2.0,-39.0,2.0
F,N,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,-11067,-2208,1,1,0,1,Managers,2.0,-7.0,1.0
M,Y,Y,0,90000.0,Working,Incomplete higher,Married,House / apartment,-18992,-3243,1,0,1,0,Drivers,2.0,-2.0,0.0
F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14510,-3805,1,0,0,0,Core staff,3.0,-13.0,1.0
M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-10796,-2531,1,1,0,0,Laborers,4.0,-27.0,2.0
F,N,N,0,270000.0,State servant,Higher education,Married,House / apartment,-11451,-2206,1,0,1,0,Accountants,2.0,-26.0,1.0
F,Y,Y,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13686,-1256,1,0,0,0,Cooking staff,2.0,-2.0,1.0
F,Y,Y,0,202500.0,Working,Higher education,Single / not married,House / apartment,-17979,-1782,1,1,0,0,Laborers,1.0,-7.0,2.0
F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-13741,-5221,1,0,0,0,Laborers,3.0,-27.0,2.0
F,N,Y,0,40500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21177,365243,1,0,0,0,,2.0,-33.0,2.0
F,N,Y,0,112500.0,Working,Higher education,Married,House / apartment,-12593,-3942,1,1,1,0,Core staff,2.0,-7.0,2.0
F,N,Y,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-16127,-8497,1,0,1,0,,2.0,-48.0,2.0
F,Y,Y,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-17562,-1261,1,0,0,0,Medicine staff,2.0,-20.0,1.0
F,Y,Y,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15346,-2481,1,0,0,0,Laborers,3.0,-28.0,1.0
M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-11226,-2236,1,0,0,0,Drivers,2.0,-35.0,1.0
F,Y,N,0,144000.0,Commercial associate,Higher education,Married,House / apartment,-16830,-3458,1,0,0,0,,2.0,-54.0,1.0
F,N,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19453,-3680,1,0,0,0,Accountants,2.0,-33.0,2.0
F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-21664,365243,1,0,1,0,,2.0,-12.0,2.0
F,N,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,-13766,-73,1,0,0,0,High skill tech staff,4.0,-56.0,2.0
F,N,N,1,292500.0,Working,Incomplete higher,Married,House / apartment,-12454,-4030,1,1,1,0,Sales staff,3.0,-24.0,2.0
M,Y,N,0,229500.0,Working,Incomplete higher,Married,Co-op apartment,-18325,-1256,1,0,0,0,Laborers,2.0,-34.0,2.0
F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22976,365243,1,0,0,0,,1.0,-6.0,2.0
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21642,365243,1,0,0,0,,2.0,-15.0,2.0
F,N,Y,2,225000.0,Working,Higher education,Married,Co-op apartment,-15377,-341,1,0,0,0,Laborers,4.0,-22.0,1.0
M,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10594,-2116,1,0,0,1,Security staff,1.0,-44.0,2.0
M,Y,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9952,-1613,1,0,0,0,,1.0,0.0,0.0
M,Y,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-15994,-2537,1,0,1,0,Sales staff,1.0,-51.0,0.0
F,N,Y,0,108000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23044,365243,1,0,1,0,,2.0,-59.0,0.0
F,N,N,1,112500.0,Working,Higher education,Civil marriage,With parents,-12076,-5362,1,0,1,1,Laborers,3.0,-46.0,2.0
F,N,N,0,157500.0,Commercial associate,Higher education,Married,House / apartment,-16856,-1262,1,1,1,0,Laborers,2.0,-33.0,1.0
F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,Municipal apartment,-12155,-667,1,0,0,0,Laborers,2.0,-24.0,0.0
F,Y,Y,1,157500.0,Working,Higher education,Married,With parents,-10845,-521,1,0,0,1,High skill tech staff,3.0,-24.0,2.0
M,N,N,0,157500.0,State servant,Higher education,Married,House / apartment,-11965,-3876,1,0,0,0,Core staff,2.0,-14.0,1.0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-20782,-2321,1,0,0,0,Laborers,2.0,-20.0,2.0
F,N,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,-23556,-165,1,0,0,0,Private service staff,2.0,-12.0,2.0
F,N,N,2,450000.0,Working,Higher education,Married,House / apartment,-11870,-221,1,0,0,0,Core staff,4.0,-15.0,2.0
M,Y,Y,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17317,-285,1,0,0,0,Drivers,3.0,-16.0,2.0
F,N,N,1,360000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14805,-1922,1,0,0,0,Sales staff,3.0,-17.0,2.0
F,N,Y,0,81000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21967,365243,1,0,0,0,,2.0,-26.0,2.0
F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24665,365243,1,0,0,0,,2.0,-52.0,2.0
F,N,Y,1,117000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-14041,-460,1,0,0,0,,3.0,-3.0,0.0
F,N,Y,1,135000.0,Working,Higher education,Married,House / apartment,-10650,-3163,1,0,0,0,Accountants,3.0,-32.0,2.0
F,N,N,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14122,-796,1,0,0,0,Laborers,3.0,-34.0,1.0
F,N,Y,0,135000.0,Pensioner,Higher education,Married,House / apartment,-22747,365243,1,0,0,0,,2.0,-3.0,1.0
F,Y,Y,0,292500.0,Commercial associate,Higher education,Married,House / apartment,-18409,-3482,1,0,0,0,Sales staff,2.0,-53.0,2.0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10170,-2196,1,1,1,0,Cooking staff,2.0,-28.0,0.0
F,Y,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,-11589,-73,1,0,1,1,Core staff,2.0,-29.0,2.0
M,Y,Y,0,180000.0,Working,Higher education,Married,With parents,-11089,-1467,1,0,0,0,Laborers,2.0,-18.0,2.0
F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22976,365243,1,0,0,0,,1.0,-4.0,2.0
M,N,N,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9380,-1713,1,1,1,0,,1.0,-25.0,2.0
F,N,Y,0,261000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-19758,-1842,1,0,1,0,High skill tech staff,1.0,-6.0,2.0
F,N,Y,0,225000.0,Working,Higher education,Widow,House / apartment,-20538,-5525,1,1,0,0,Sales staff,1.0,-4.0,2.0
M,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-15153,-3143,1,1,1,0,Laborers,2.0,-18.0,0.0
F,N,Y,0,360000.0,Pensioner,Higher education,Married,House / apartment,-22295,365243,1,0,0,0,,2.0,-5.0,1.0
M,Y,N,1,351000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16143,-8479,1,0,0,0,Private service staff,3.0,-22.0,2.0
F,N,N,3,112500.0,Working,Incomplete higher,Married,Municipal apartment,-15447,-2470,1,1,0,0,Sales staff,5.0,-3.0,1.0
M,Y,Y,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11294,-1077,1,0,0,0,Managers,3.0,-23.0,2.0
F,N,Y,0,130500.0,Working,Secondary / secondary special,Married,House / apartment,-13520,-5488,1,0,0,0,Core staff,2.0,-31.0,2.0
F,Y,Y,0,108000.0,Working,Secondary / secondary special,Married,Municipal apartment,-19316,-6039,1,0,0,0,Core staff,2.0,-33.0,2.0
F,N,N,0,112500.0,Working,Higher education,Single / not married,Co-op apartment,-12788,-531,1,1,1,0,Core staff,1.0,-21.0,2.0
M,N,N,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,-22780,-9830,1,1,0,0,Laborers,2.0,-26.0,2.0
F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23929,365243,1,0,1,0,,1.0,-4.0,0.0
M,Y,Y,0,306000.0,Working,Secondary / secondary special,Married,House / apartment,-19661,-369,1,0,0,0,Laborers,2.0,-18.0,2.0
F,N,Y,0,175500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20770,365243,1,0,0,0,,2.0,-32.0,2.0
F,Y,Y,0,157500.0,Pensioner,Higher education,Married,House / apartment,-23447,365243,1,0,0,0,,2.0,-10.0,2.0
M,Y,Y,0,270000.0,Working,Lower secondary,Separated,House / apartment,-19164,-3825,1,1,0,0,Laborers,1.0,-46.0,2.0
F,N,N,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-12047,-3443,1,0,0,0,Managers,3.0,-15.0,2.0
F,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-16391,-1601,1,0,0,0,Security staff,2.0,-19.0,2.0
M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-12616,-777,1,0,0,0,Laborers,2.0,-32.0,2.0
F,Y,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,-13557,-586,1,1,1,0,,2.0,-55.0,2.0
F,N,Y,0,67500.0,State servant,Secondary / secondary special,Married,House / apartment,-18150,-2747,1,0,0,0,Medicine staff,2.0,-45.0,2.0
F,Y,N,0,144000.0,Working,Secondary / secondary special,Widow,House / apartment,-14407,-1345,1,0,0,0,HR staff,1.0,-19.0,2.0
F,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14234,-309,1,0,0,0,Core staff,3.0,-10.0,2.0
F,N,Y,0,297000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,-15519,-3234,1,0,0,0,Laborers,1.0,-1.0,1.0
F,Y,Y,1,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11909,-3553,1,0,0,1,,3.0,-8.0,2.0
F,Y,N,0,315000.0,Working,Higher education,Married,Co-op apartment,-13064,-2286,1,1,0,0,Medicine staff,2.0,-33.0,2.0
F,N,N,1,292500.0,Working,Incomplete higher,Married,House / apartment,-12454,-4030,1,1,1,0,Sales staff,3.0,-24.0,2.0
F,Y,Y,3,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11363,-721,1,0,1,0,High skill tech staff,5.0,-34.0,2.0
M,N,N,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13538,-5422,1,1,1,0,Drivers,3.0,-13.0,1.0
F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14425,-4568,1,1,1,0,Laborers,2.0,-28.0,2.0
F,N,N,0,441000.0,State servant,Higher education,Married,House / apartment,-18261,-7811,1,0,0,0,Core staff,2.0,-9.0,2.0
M,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17479,-2238,1,1,0,0,Laborers,1.0,-2.0,1.0
F,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-21185,-2381,1,0,0,0,Accountants,1.0,-14.0,2.0
M,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-14195,-6881,1,0,0,0,Laborers,1.0,-13.0,2.0
F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-20752,365243,1,0,0,0,,1.0,-23.0,0.0
F,N,Y,0,126000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16849,-2896,1,0,1,0,Cooking staff,1.0,-48.0,2.0
M,Y,N,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-19484,-6798,1,0,0,0,Managers,2.0,-26.0,0.0
M,Y,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,-11759,-91,1,0,0,0,Managers,3.0,-36.0,2.0
F,Y,Y,3,405000.0,Working,Secondary / secondary special,Married,House / apartment,-13886,-4003,1,0,0,0,Accountants,5.0,-46.0,2.0
M,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-19056,-99,1,1,0,0,Drivers,2.0,-41.0,2.0
F,N,N,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-22829,-2558,1,0,0,0,High skill tech staff,1.0,-17.0,2.0
M,Y,Y,0,315000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14064,-5326,1,0,0,0,Drivers,1.0,-11.0,2.0
F,N,N,1,76500.0,Working,Higher education,Married,House / apartment,-15915,-785,1,1,1,0,Sales staff,3.0,-21.0,1.0
F,N,Y,1,112500.0,Working,Secondary / secondary special,Widow,House / apartment,-14199,-2970,1,1,1,0,Private service staff,2.0,-39.0,2.0
F,N,Y,0,297000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,-15519,-3234,1,0,0,0,Laborers,1.0,-36.0,0.0
F,N,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-19738,-286,1,1,0,0,Sales staff,2.0,-11.0,2.0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-21396,-1013,1,0,0,1,High skill tech staff,2.0,-28.0,2.0
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21008,365243,1,0,0,0,,2.0,-16.0,2.0
F,N,Y,0,103500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17461,-2134,1,0,0,0,Sales staff,1.0,-30.0,2.0
M,Y,Y,0,216000.0,Commercial associate,Higher education,Married,House / apartment,-19147,-1868,1,0,1,0,Laborers,2.0,-34.0,2.0
F,Y,N,2,315000.0,Working,Higher education,Married,House / apartment,-13793,-2653,1,1,1,0,Managers,4.0,-58.0,2.0
M,N,N,0,180000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-10294,-1992,1,0,0,0,Laborers,1.0,-38.0,2.0
M,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-9435,-1472,1,0,1,0,Laborers,1.0,-3.0,1.0
M,N,Y,1,616500.0,Commercial associate,Higher education,Married,House / apartment,-13242,-4239,1,0,0,0,Managers,3.0,-6.0,2.0
F,N,Y,0,135000.0,Working,Higher education,Married,With parents,-14160,-4635,1,0,0,0,Sales staff,2.0,-19.0,2.0
F,N,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-14152,-4673,1,0,0,0,,3.0,-25.0,2.0
F,N,Y,0,247500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23280,365243,1,0,0,0,,1.0,-58.0,2.0
F,N,N,0,112500.0,Working,Incomplete higher,Married,With parents,-10157,-704,1,0,0,0,Sales staff,2.0,-9.0,2.0
F,N,N,0,180000.0,Working,Higher education,Married,House / apartment,-9948,-704,1,0,0,0,Accountants,2.0,-4.0,2.0
M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-18293,-521,1,1,0,0,,2.0,-1.0,1.0
F,N,N,0,99000.0,Working,Higher education,Married,House / apartment,-14661,-5521,1,0,0,0,,2.0,-22.0,1.0
F,Y,N,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-13941,-2988,1,0,1,0,Accountants,1.0,-37.0,1.0
M,Y,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,-11383,-777,1,1,0,0,,3.0,-41.0,1.0
M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14185,-958,1,0,1,1,Laborers,3.0,-17.0,2.0
F,N,Y,1,135000.0,Working,Higher education,Married,House / apartment,-13833,-617,1,0,0,0,Accountants,3.0,-19.0,0.0
F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21068,365243,1,0,0,0,,2.0,-53.0,2.0
M,Y,N,1,270000.0,Working,Incomplete higher,Married,House / apartment,-15053,-3386,1,0,0,0,Managers,3.0,-25.0,0.0
F,Y,N,1,315000.0,Commercial associate,Higher education,Married,House / apartment,-11025,-2065,1,1,1,1,,3.0,-40.0,1.0
M,N,Y,0,63000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-23724,365243,1,0,0,0,,2.0,-18.0,0.0
F,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18463,-7048,1,0,0,0,Accountants,2.0,-3.0,1.0
F,N,Y,0,202500.0,Working,Higher education,Married,House / apartment,-19444,-2832,1,0,0,0,,2.0,-26.0,0.0
M,N,Y,0,216000.0,Commercial associate,Higher education,Married,House / apartment,-19150,-7415,1,0,0,1,Managers,2.0,-20.0,2.0
M,N,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9275,-493,1,0,0,0,Laborers,1.0,-1.0,1.0
F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-14523,-3420,1,0,0,0,Core staff,2.0,-20.0,2.0
F,Y,N,2,135000.0,Working,Higher education,Married,House / apartment,-12804,-4977,1,0,0,0,Accountants,4.0,-30.0,2.0
F,N,Y,0,225000.0,State servant,Secondary / secondary special,Married,With parents,-10784,-3082,1,0,0,0,Laborers,2.0,-49.0,2.0
M,Y,Y,0,495000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,-14358,-5373,1,0,0,0,Cooking staff,1.0,-4.0,2.0
F,N,Y,0,153000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-21778,365243,1,0,1,0,,1.0,-42.0,2.0
M,Y,N,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-14095,-1526,1,0,0,0,Drivers,2.0,-34.0,2.0
F,N,Y,0,189000.0,Pensioner,Incomplete higher,Widow,House / apartment,-21845,365243,1,0,0,0,,1.0,-7.0,2.0
M,N,Y,0,148500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11819,-962,1,0,0,0,Laborers,1.0,-8.0,1.0
F,N,N,1,225000.0,Working,Incomplete higher,Married,With parents,-15817,-7379,1,0,0,0,Accountants,3.0,-43.0,2.0
F,N,Y,0,180000.0,Working,Higher education,Single / not married,House / apartment,-22730,-13415,1,1,1,0,Sales staff,1.0,-41.0,2.0
M,Y,Y,1,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14887,-1711,1,0,0,0,Laborers,2.0,-14.0,2.0
F,Y,N,1,166500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-14019,-3902,1,0,0,0,Sales staff,3.0,-22.0,2.0
F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20870,-1583,1,0,0,0,Medicine staff,2.0,-59.0,2.0
M,Y,Y,0,180000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-24780,365243,1,0,0,0,,2.0,-50.0,2.0
M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,-15586,-3337,1,0,0,0,Managers,2.0,-21.0,2.0
F,N,Y,0,238500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23171,365243,1,0,0,0,,2.0,-33.0,2.0
M,Y,N,0,225000.0,State servant,Higher education,Married,Co-op apartment,-14536,-3415,1,0,1,0,Managers,2.0,-41.0,2.0
F,Y,Y,1,315000.0,Commercial associate,Higher education,Married,House / apartment,-16710,-3092,1,0,0,0,Managers,3.0,-18.0,1.0
F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-22042,365243,1,0,0,0,,2.0,-40.0,1.0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10170,-2196,1,1,1,0,Cooking staff,2.0,-28.0,0.0
F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-18865,365243,1,0,0,0,,1.0,-44.0,2.0
F,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-10725,-2802,1,0,0,0,Private service staff,2.0,-8.0,1.0
F,N,Y,0,225000.0,State servant,Higher education,Married,House / apartment,-19309,-2435,1,0,1,0,,2.0,-15.0,2.0
F,Y,Y,0,540000.0,Commercial associate,Higher education,Married,House / apartment,-15702,-185,1,0,1,0,,2.0,-7.0,0.0
F,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-10310,-2257,1,0,0,0,Sales staff,3.0,-36.0,2.0
F,N,Y,0,135000.0,Pensioner,Lower secondary,Married,House / apartment,-22569,365243,1,0,0,0,,2.0,-45.0,2.0
F,N,N,0,135000.0,Commercial associate,Higher education,Married,House / apartment,-12256,-4031,1,1,1,1,Core staff,2.0,-43.0,2.0
M,N,N,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,-22780,-9830,1,1,0,0,Laborers,2.0,-26.0,2.0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Separated,House / apartment,-19682,-2104,1,1,0,0,Cleaning staff,1.0,-17.0,2.0
F,N,Y,0,112500.0,Working,Higher education,Married,With parents,-9310,-825,1,0,0,0,Core staff,2.0,-5.0,2.0
M,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-13424,-4754,1,0,0,1,Laborers,2.0,-32.0,1.0
M,N,N,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,-14507,-735,1,0,0,0,Laborers,4.0,-7.0,2.0
F,Y,Y,1,315000.0,Working,Incomplete higher,Single / not married,House / apartment,-11725,-2044,1,0,0,0,Core staff,2.0,-18.0,2.0
F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20991,365243,1,0,1,0,,2.0,-12.0,2.0
F,N,N,1,180000.0,State servant,Higher education,Married,House / apartment,-14069,-2500,1,1,1,1,Core staff,3.0,-28.0,2.0
F,N,Y,0,126000.0,Working,Secondary / secondary special,Separated,House / apartment,-21646,-1283,1,1,1,0,Cleaning staff,1.0,-39.0,2.0
F,N,Y,0,54000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24044,365243,1,0,1,0,,2.0,-36.0,2.0
F,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-20470,-9269,1,0,0,0,Core staff,1.0,-17.0,2.0
F,N,Y,0,135000.0,Working,Higher education,Married,House / apartment,-13299,-1628,1,0,0,0,Laborers,2.0,-8.0,2.0
M,Y,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20544,365243,1,0,0,0,,2.0,-15.0,2.0
M,Y,Y,0,202500.0,Pensioner,Higher education,Married,House / apartment,-23636,365243,1,0,0,0,,2.0,-14.0,2.0
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20665,365243,1,0,0,0,,2.0,-5.0,2.0
F,Y,Y,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,-16641,-1407,1,0,0,0,,1.0,-46.0,1.0
F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23864,365243,1,0,0,0,,2.0,-14.0,2.0
M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19565,-3246,1,0,0,0,,2.0,-49.0,1.0
F,N,N,1,67500.0,Working,Secondary / secondary special,Married,House / apartment,-11256,-362,1,0,1,0,Sales staff,3.0,-6.0,2.0
F,N,N,1,202500.0,Working,Higher education,Married,House / apartment,-16391,-2014,1,1,0,0,,3.0,-21.0,2.0
M,N,N,0,180000.0,Working,Lower secondary,Married,Office apartment,-16235,-4123,1,1,0,0,Managers,2.0,-17.0,1.0
M,Y,Y,0,382500.0,Working,Higher education,Civil marriage,House / apartment,-10613,-705,1,0,0,0,Laborers,2.0,-25.0,2.0
F,N,Y,0,110250.0,State servant,Secondary / secondary special,Married,House / apartment,-17782,-2403,1,0,0,1,,2.0,-23.0,2.0
F,N,Y,0,225000.0,State servant,Secondary / secondary special,Married,With parents,-10784,-3082,1,0,0,0,Laborers,2.0,-58.0,2.0
F,N,Y,0,121500.0,Working,Secondary / secondary special,Widow,House / apartment,-17432,-2417,1,1,1,0,,1.0,-33.0,1.0
F,N,Y,0,225000.0,Pensioner,Higher education,Married,House / apartment,-23868,365243,1,0,0,0,,2.0,-20.0,2.0
M,Y,Y,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-13718,-3694,1,1,1,0,High skill tech staff,2.0,-18.0,2.0
F,N,N,2,450000.0,Working,Higher education,Married,House / apartment,-11870,-221,1,0,0,0,Core staff,4.0,-23.0,2.0
F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-19205,-1552,1,1,1,0,,2.0,-33.0,2.0
F,Y,N,0,95850.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18931,-6678,1,1,0,0,Laborers,2.0,-49.0,2.0
M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-12488,-747,1,0,0,1,Laborers,2.0,0.0,1.0
F,Y,Y,1,292500.0,Working,Secondary / secondary special,Separated,With parents,-13284,-4439,1,0,0,0,Sales staff,2.0,-28.0,2.0
F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22968,365243,1,0,0,0,,1.0,-25.0,2.0
F,N,N,0,252000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21100,365243,1,0,0,0,,2.0,-38.0,2.0
F,Y,N,1,166500.0,State servant,Higher education,Married,House / apartment,-14489,-5819,1,0,0,0,Medicine staff,3.0,-38.0,2.0
F,Y,Y,0,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24194,365243,1,0,0,0,,2.0,-6.0,1.0
F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,-16601,-2859,1,0,0,0,,2.0,-41.0,2.0
F,Y,N,2,270000.0,Working,Secondary / secondary special,Married,With parents,-13258,-2300,1,0,0,0,Managers,4.0,-30.0,2.0
F,N,Y,0,216000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17937,-3054,1,0,0,0,Medicine staff,1.0,-40.0,1.0
F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10438,-2264,1,0,1,0,,2.0,-34.0,2.0
M,Y,Y,1,324000.0,Working,Higher education,Married,House / apartment,-11296,-3181,1,1,1,0,High skill tech staff,3.0,-36.0,2.0
F,N,N,0,90000.0,Working,Higher education,Separated,House / apartment,-21887,-1526,1,0,0,0,Core staff,1.0,-3.0,1.0
F,N,Y,2,90000.0,Working,Secondary / secondary special,Married,With parents,-13847,-366,1,0,1,0,Medicine staff,4.0,-9.0,0.0
M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19408,-4553,1,0,1,0,Laborers,2.0,-35.0,2.0
